,Player,Season,Age,Squad,Country,Comp,MP,Playing Time : Starts,Playing Time : Min,Playing Time : 90s,Performance : Gls,Performance : Ast,Performance : G+A,Performance : G-PK,Performance : PK,Performance : PKatt,Performance : CrdY,Performance : CrdR,Expected : xG,Expected : npxG,Expected : xAG,Expected : npxG+xAG,Progression : PrgC,Progression : PrgP,Progression : PrgR,Per 90 Minutes : Gls,Per 90 Minutes : Ast,Per 90 Minutes : G+A,Per 90 Minutes : G-PK,Per 90 Minutes : G+A-PK,Per 90 Minutes : xG,Per 90 Minutes : xAG,Per 90 Minutes : xG+xAG,Per 90 Minutes : npxG,Per 90 Minutes : npxG+xAG,Matches,Matches,LgRank,MP,Matches,Playing Time : MP,Matches
9182,Pepe Sanchez,2019-2020,19,Granada,es ESP,1. La Liga,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
9183,Pepe Sanchez,2020-2021,20,Granada,es ESP,Copa del Rey,4,3,240,2.7,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
9184,Pepe Sanchez,2021-2022,21,Granada,es ESP,Copa del Rey,1,1,90,1.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
9185,Pepe Sanchez,2022-2023,22,Granada,es ESP,Copa del Rey,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
9186,Pepe Sanchez,2023-2024,23,Ibiza,es ESP,Copa del Rey,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
9195,Predrag Rajkovic,2012-2013,16,Jagodina,rs SRB,1. SuperLiga,2,2,180,2.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
9196,Predrag Rajkovic,2013-2014,17,Red Star,rs SRB,1. SuperLiga,1,1,90,1.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
9197,Predrag Rajkovic,2014-2015,18,Red Star,rs SRB,1. SuperLiga,28,28,2475,27.5,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
9198,Predrag Rajkovic,2015-2016,19,Maccabi Tel Aviv,,1. Champions Lg,6,6,540,6.0,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
9199,Predrag Rajkovic,2016-2017,20,Maccabi Tel Aviv,,2. Europa Lg,6,6,540,6.0,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
9200,Predrag Rajkovic,2017-2018,21,Maccabi Tel Aviv,,2. Europa Lg,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
9201,Predrag Rajkovic,2019-2020,23,Reims,fr FRA,Coupe de France,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
9202,Predrag Rajkovic,2020-2021,24,Reims,fr FRA,Coupe de France,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
9203,Predrag Rajkovic,2021-2022,25,Reims,fr FRA,Coupe de France,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
9204,Predrag Rajkovic,2022-2023,26,Mallorca,es ESP,Copa del Rey,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
9205,Predrag Rajkovic,2023-2024,27,Mallorca,es ESP,Copa del Rey,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
9206,Predrag Rajkovic,2024-2025,28,Al-Ittihad,sa KSA,1. Saudi Professional League,13,13,1170,13.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
9224,Tristan Dingome,2011-2012,20,Monaco,fr FRA,2. Ligue 2,24,14,1336,14.8,1,4,5,1,0,0,3,0,,,,,,,,0.07,0.27,0.34,0.07,0.34,,,,,,,,,,,,
9225,Tristan Dingome,2012-2013,21,Monaco,fr FRA,2. Ligue 2,16,13,979,10.9,0,2,2,0,0,0,1,0,,,,,,,,0.00,0.18,0.18,0.00,0.18,,,,,,,,,,,,
9226,Tristan Dingome,2013-2014,22,Le Havre,fr FRA,2. Ligue 2,31,26,2069,23.0,0,1,1,0,0,0,2,0,,,,,,,,0.00,0.04,0.04,0.00,0.04,,,,,,,,,,,,
9227,Tristan Dingome,2014-2015,23,RE Mouscron,be BEL,1. Pro League,32,26,2366,26.3,2,1,3,2,0,0,8,0,,,,,,,,0.08,0.04,0.11,0.08,0.11,,,,,,Matches,,,,,,
9228,Tristan Dingome,2015-2016,24,RE Mouscron,be BEL,1. Pro League,18,16,1310,14.6,1,1,2,1,0,0,3,0,,,,,,,,0.07,0.07,0.14,0.07,0.14,,,,,,Matches,,,,,,
9229,Tristan Dingome,2016-2017,25,Troyes,fr FRA,1. Coupe de la Ligue,1,1,90,1.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
9230,Tristan Dingome,2017-2018,26,Troyes,fr FRA,1. Ligue 1,14,14,1192,13.2,0,0,0,0,0,0,4,0,0.2,0.2,1.3,1.5,12,68,32,0.00,0.00,0.00,0.00,0.00,0.01,0.10,0.11,0.01,0.11,Matches,,,,,,
9231,Tristan Dingome,2018-2019,27,Reims,fr FRA,Coupe de France,2,2,135,1.5,0,1,1,0,0,0,0,0,,,,,,,,0.00,0.67,0.67,0.00,0.67,,,,,,Matches,,,,,,
9232,Tristan Dingome,2019-2020,28,Reims,fr FRA,Coupe de France,1,1,73,0.8,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
9233,Tristan Dingome,2020-2021,29,Reims,fr FRA,1. Ligue 1,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
9234,Tristan Dingome,2021-2022,30,Troyes,fr FRA,1. Ligue 1,25,12,1077,12.0,2,4,6,2,0,0,3,0,0.8,0.8,2.4,3.3,5,61,74,0.17,0.33,0.50,0.17,0.50,0.07,0.20,0.27,0.07,0.27,Matches,,,,,,
9235,Tristan Dingome,2022-2023,31,Troyes,fr FRA,Coupe de France,1,1,90,1.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
9250,Marshall Munetsi,2016-2017,20,Baroka FC,za RSA,1. Premier Division,26,21,1989,22.1,1,0,1,1,0,0,1,0,,,,,,,,0.05,0.00,0.05,0.05,0.05,,,,,,Matches,,,,,,
9251,Marshall Munetsi,2017-2018,21,Orlando Pirates,za RSA,1. Premier Division,12,7,675,7.5,0,0,0,0,0,0,4,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
9252,Marshall Munetsi,2018-2019,22,Orlando Pirates,za RSA,1. Premier Division,16,14,1267,14.1,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
9253,Marshall Munetsi,2019-2020,23,Reims,fr FRA,Coupe de France,1,1,90,1.0,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
9254,Marshall Munetsi,2020-2021,24,Reims,fr FRA,Coupe de France,1,0,32,0.4,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
9255,Marshall Munetsi,2021-2022,25,Reims,fr FRA,1. Ligue 1,24,20,1885,20.9,5,1,6,5,0,0,7,0,4.0,4.0,1.2,5.2,12,37,21,0.24,0.05,0.29,0.24,0.29,0.19,0.06,0.25,0.19,0.25,Matches,,,,,,
9256,Marshall Munetsi,2022-2023,26,Reims,fr FRA,Coupe de France,2,2,166,1.8,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
9257,Marshall Munetsi,2023-2024,27,Reims,fr FRA,Coupe de France,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
9258,Marshall Munetsi,2024-2025,28,Reims,fr FRA,1. Ligue 1,14,14,1242,13.8,3,0,3,3,0,0,3,0,3.4,3.4,1.6,5.0,6,19,37,0.22,0.00,0.22,0.22,0.22,0.25,0.11,0.36,0.25,0.36,Matches,,,,,,
9268,El Bilal Toure,2019-2020,17,Reims,fr FRA,1. Ligue 1,7,6,453,5.0,3,0,3,1,2,2,2,0,3.3,1.8,0.2,2.0,7,4,34,0.60,0.00,0.60,0.20,0.20,0.65,0.04,0.70,0.36,0.40,Matches,,,,,,
9269,El Bilal Toure,2020-2021,18,Reims,fr FRA,Coupe de France,1,1,68,0.8,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
9270,El Bilal Toure,2021-2022,19,Reims,fr FRA,Coupe de France,1,1,90,1.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
9271,El Bilal Toure,2022-2023,20,Almería,es ESP,Copa del Rey,1,0,36,0.4,0,0,0,0,0,0,0,1,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
9272,El Bilal Toure,2023-2024,21,Atalanta,it ITA,Coppa Italia,2,0,58,0.6,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
9273,El Bilal Toure,2024-2025,22,Stuttgart,de GER,1. Bundesliga,9,3,314,3.5,2,1,3,2,0,0,0,0,1.6,1.6,1.1,2.7,4,5,21,0.57,0.29,0.86,0.57,0.86,0.47,0.31,0.78,0.47,0.78,Matches,,,,,,
9290,Dereck Kutesa,2016-2017,18,Basel,ch SUI,1. Super Lg,3,1,93,1.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
9291,Dereck Kutesa,2017-2018,19,Basel,ch SUI,1. Super Lg,1,0,10,0.1,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
9292,Dereck Kutesa,2018-2019,20,St. Gallen,ch SUI,1. Super Lg,35,24,2340,26.0,4,2,6,4,0,0,5,0,,,,,,,,0.15,0.08,0.23,0.15,0.23,,,,,,Matches,,,,,,
9293,Dereck Kutesa,2019-2020,21,Reims,fr FRA,Coupe de France,1,0,12,0.1,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
9294,Dereck Kutesa,2020-2021,22,Reims,fr FRA,Coupe de France,1,1,68,0.8,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
9295,Dereck Kutesa,2021-2022,23,Zulte Waregem,be BEL,1. First Division A,29,19,1654,18.4,3,4,7,3,0,0,2,0,3.1,3.1,1.8,4.8,53,41,122,0.16,0.22,0.38,0.16,0.38,0.17,0.10,0.26,0.17,0.26,Matches,,,,,,
9296,Dereck Kutesa,2022-2023,24,Servette FC,ch SUI,1. Super Lg,29,23,1736,19.3,3,7,10,3,0,1,3,0,,,,,,,,0.16,0.36,0.52,0.16,0.52,,,,,,Matches,,,,,,
9297,Dereck Kutesa,2023-2024,25,Servette FC,,3. Conf Lg,4,2,206,2.3,0,0,0,0,0,0,0,0,0.8,0.8,0.4,1.1,8,5,10,0.00,0.00,0.00,0.00,0.00,0.34,0.16,0.50,0.34,0.50,Matches,,,,,,
9298,Dereck Kutesa,2024-2025,26,Servette FC,ch SUI,1. Super Lg,18,17,1378,15.3,11,0,11,11,0,0,1,0,,,,,,,,0.72,0.00,0.72,0.72,0.72,,,,,,Matches,,,,,,
9314,Nathanael Mbuku,2019-2020,17,Reims,fr FRA,1. Coupe de la Ligue,2,1,70,0.8,0,0,0,0,0,0,0,1,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
9315,Nathanael Mbuku,2020-2021,18,Reims,fr FRA,Coupe de France,1,0,22,0.2,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
9316,Nathanael Mbuku,2021-2022,19,Reims,fr FRA,Coupe de France,2,1,135,1.5,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
9317,Nathanael Mbuku,2022-2023,20,Augsburg,de GER,1. Bundesliga,2,0,34,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
9318,Nathanael Mbuku,2023-2024,21,Augsburg,de GER,1. Bundesliga,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,1,1,4,0.00,0.00,0.00,0.00,0.00,0.56,0.69,1.25,0.56,1.25,Matches,,,,,,
9319,Nathanael Mbuku,2024-2025,22,Dinamo Zagreb,,1. Champions Lg,1,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
9335,Suk Hyun jun,2011-2012,20,Groningen,nl NED,1. Eredivisie,20,5,780,8.7,5,0,5,5,0,0,1,0,,,,,,,,0.58,0.00,0.58,0.58,0.58,,,,,,Matches,,,,,,
9336,Suk Hyun jun,2012-2013,21,Groningen,nl NED,1. Eredivisie,7,0,97,1.1,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
9337,Suk Hyun jun,2014-2015,23,Vitória Setúbal,pt POR,1. Primeira Liga,17,14,1321,14.7,4,0,4,4,0,0,5,0,,,,,,,,0.27,0.00,0.27,0.27,0.27,,,,,,Matches,,,,,,
9338,Suk Hyun jun,2015-2016,24,Porto,,2. Europa Lg,2,0,37,0.4,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
9339,Suk Hyun jun,2016-2017,25,Debrecen,hu HUN,1. NB I,12,6,631,7.0,1,3,4,1,0,0,3,0,,,,,,,,0.14,0.43,0.57,0.14,0.57,,,,,,Matches,,,,,,
9340,Suk Hyun jun,2017-2018,26,Troyes,fr FRA,1. Coupe de la Ligue,1,1,74,0.8,0,1,1,0,0,0,0,0,,,,,,,,0.00,1.22,1.22,0.00,1.22,,,,,,Matches,,,,,,
9341,Suk Hyun jun,2018-2019,27,Reims,fr FRA,1. Coupe de la Ligue,1,1,72,0.8,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
9342,Suk Hyun jun,2019-2020,28,Reims,fr FRA,1. Coupe de la Ligue,3,1,115,1.3,0,1,1,0,0,0,0,0,,,,,,,,0.00,0.78,0.78,0.00,0.78,,,,,,Matches,,,,,,
9343,Suk Hyun jun,2020-2021,29,Troyes,fr FRA,2. Ligue 2,18,4,601,6.7,3,0,3,2,1,1,2,0,3.3,2.5,0.6,3.1,10,21,53,0.45,0.00,0.45,0.30,0.30,0.49,0.09,0.58,0.38,0.46,Matches,,,,,,
9344,Suk Hyun jun,2021-2022,30,Troyes,fr FRA,Coupe de France,1,1,90,1.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
9366,Dario Maresic,2016-2017,16,Sturm Graz,at AUT,1. Bundesliga,5,5,429,4.8,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
9367,Dario Maresic,2017-2018,17,Sturm Graz,at AUT,1. Bundesliga,34,34,3006,33.4,1,0,1,1,0,0,2,0,,,,,,,,0.03,0.00,0.03,0.03,0.03,,,,,,Matches,,,,,,
9368,Dario Maresic,2018-2019,18,Sturm Graz,at AUT,1. Bundesliga,28,28,2426,27.0,0,0,0,0,0,0,5,1,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
9369,Dario Maresic,2019-2020,19,Sturm Graz,at AUT,1. Bundesliga,1,0,17,0.2,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
9370,Dario Maresic,2020-2021,20,Reims,fr FRA,Coupe de France,1,1,90,1.0,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
9371,Dario Maresic,2021-2022,21,LASK,at AUT,1. Bundesliga,8,7,604,6.7,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
9372,Dario Maresic,2022-2023,22,Istra 1961,hr CRO,1. HNL,27,25,2199,24.4,1,0,1,1,0,0,7,2,,,,,,,,0.04,0.00,0.04,0.04,0.04,,,,,,Matches,,,,,,
9373,Dario Maresic,2023-2024,23,Istra 1961,hr CRO,1. HNL,31,30,2677,29.7,1,0,1,1,0,0,10,0,,,,,,,,0.03,0.00,0.03,0.03,0.03,,,,,,Matches,,,,,,
9374,Dario Maresic,2024-2025,24,Istra 1961,hr CRO,1. HNL,16,16,1391,15.5,2,0,2,1,1,2,7,0,,,,,,,,0.13,0.00,0.13,0.06,0.06,,,,,,Matches,,,,,,
9387,Kaj Sierhuis,2016-2017,18,Jong Ajax,nl NED,2. Eerste Divisie,8,4,449,5.0,4,1,5,4,0,0,0,0,,,,,,,,0.80,0.20,1.00,0.80,1.00,,,,,,Matches,,,,,,
9388,Kaj Sierhuis,2017-2018,19,Jong Ajax,nl NED,2. Eerste Divisie,19,8,907,10.1,14,0,14,13,1,1,2,2,,,,,,,,1.39,0.00,1.39,1.29,1.29,,,,,,Matches,,,,,,
9389,Kaj Sierhuis,2018-2019,20,Jong Ajax,nl NED,2. Eerste Divisie,13,8,776,8.6,4,0,4,3,1,2,0,0,,,,,,,,0.46,0.00,0.46,0.35,0.35,,,,,,Matches,,,,,,
9390,Kaj Sierhuis,2019-2020,21,Groningen,nl NED,1. Eredivisie,16,14,1037,11.5,6,1,7,6,0,1,0,0,5.2,4.4,1.9,6.3,12,16,76,0.52,0.09,0.61,0.52,0.61,0.45,0.16,0.61,0.38,0.54,Matches,,,,,,
9391,Kaj Sierhuis,2020-2021,22,Reims,fr FRA,Coupe de France,1,1,90,1.0,1,0,1,1,0,0,0,0,,,,,,,,1.00,0.00,1.00,1.00,1.00,,,,,,Matches,,,,,,
9392,Kaj Sierhuis,2021-2022,23,Heracles Almelo,nl NED,1. Eredivisie,18,18,1419,15.8,4,3,7,4,0,0,2,0,6.5,6.5,2.7,9.1,24,46,60,0.25,0.19,0.44,0.25,0.44,0.41,0.17,0.58,0.41,0.58,Matches,,,,,,
9393,Kaj Sierhuis,2022-2023,24,Reims,fr FRA,Coupe de France,3,0,93,1.0,2,1,3,2,0,0,0,0,,,,,,,,1.94,0.97,2.90,1.94,2.90,,,,,,Matches,,,,,,
9394,Kaj Sierhuis,2023-2024,25,Fortuna Sittard,nl NED,1. Eredivisie,31,27,2174,24.2,12,3,15,11,1,2,4,0,12.6,11.0,2.6,13.6,42,50,130,0.50,0.12,0.62,0.46,0.58,0.52,0.11,0.63,0.46,0.56,Matches,,,,,,
9407,Sambou Sissoko,2017-2018,18,Tours,fr FRA,Coupe de France,1,1,120,1.3,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
9408,Sambou Sissoko,2018-2019,19,Tours FC,fr FRA,1. Coupe de la Ligue,1,1,90,1.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
9409,Sambou Sissoko,2019-2020,20,Reims,fr FRA,Coupe de France,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
9410,Sambou Sissoko,2020-2021,21,Quevilly-Rouen,fr FRA,Coupe de France,2,2,135,1.5,1,0,1,1,0,0,0,0,,,,,,,,0.67,0.00,0.67,0.67,0.67,,,,,,Matches,,,,,,
9411,Sambou Sissoko,2021-2022,22,Reims,fr FRA,Coupe de France,2,1,134,1.5,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
9412,Sambou Sissoko,2022-2023,23,R.F.C. Seraing,be BEL,1. Pro League A,32,26,2333,25.9,1,2,3,1,0,0,10,1,2.0,2.0,1.3,3.3,37,101,75,0.04,0.08,0.12,0.04,0.12,0.08,0.05,0.13,0.08,0.13,Matches,,,,,,
9413,Sambou Sissoko,2023-2024,24,Vorskla Poltava,ua UKR,1. Premier League,12,12,991,11.0,0,0,0,0,0,0,3,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
9414,Sambou Sissoko,2024-2025,25,Valenciennes,fr FRA,Coupe de France,1,1,80,0.9,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
9430,Logan Costa,2017-2018,16,Reims,fr FRA,2. Ligue 2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
9431,Logan Costa,2019-2020,18,Reims,fr FRA,Coupe de France,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
9432,Logan Costa,2021-2022,20,Toulouse,fr FRA,Coupe de France,4,4,390,4.3,1,0,1,1,0,0,0,0,,,,,,,,0.23,0.00,0.23,0.23,0.23,,,,,,Matches,,,,,,
9433,Logan Costa,2022-2023,21,Toulouse,fr FRA,Coupe de France,6,6,531,5.9,2,1,3,2,0,0,0,0,,,,,,,,0.34,0.17,0.51,0.34,0.51,,,,,,Matches,,,,,,
9434,Logan Costa,2023-2024,22,Toulouse,,2. Europa Lg,7,7,629,7.0,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,1,21,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,Matches,,,,,,
9435,Logan Costa,2024-2025,23,Villarreal,es ESP,Copa del Rey,2,2,135,1.5,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
9448,Yehvann Diouf,2016-2017,16,Troyes,fr FRA,2. Ligue 2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
9449,Yehvann Diouf,2017-2018,17,Troyes,fr FRA,1. Ligue 1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
9450,Yehvann Diouf,2018-2019,18,Troyes,fr FRA,Coupe de France,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
9451,Yehvann Diouf,2019-2020,19,Reims,fr FRA,1. Coupe de la Ligue,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
9452,Yehvann Diouf,2020-2021,20,Reims,fr FRA,Coupe de France,1,1,90,1.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
9453,Yehvann Diouf,2021-2022,21,Reims,fr FRA,Coupe de France,3,3,300,3.3,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
9454,Yehvann Diouf,2022-2023,22,Reims,fr FRA,Coupe de France,3,3,270,3.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
9455,Yehvann Diouf,2023-2024,23,Reims,fr FRA,Coupe de France,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
9456,Yehvann Diouf,2024-2025,24,Reims,fr FRA,1. Ligue 1,15,15,1350,15.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
9465,Moise Sakava,2019-2020,18,Reims,fr FRA,1. Ligue 1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6th,0,Matches,,
9466,Moise Sakava,2020-2021,19,Reims,fr FRA,1. Ligue 1,,0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.38,0.38,0.38,,,14th,1,Matches,,
9468,Kasper Dolberg,2014-2015,16,Silkeborg,dk DEN,1. Danish Superliga,3,0,73,0.8,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
9469,Kasper Dolberg,2016-2017,18,Ajax,nl NED,1. Eredivisie,29,26,2150,23.9,16,6,22,15,1,1,1,0,,,,,,,,0.67,0.25,0.92,0.63,0.88,,,,,,Matches,,,,,,
9470,Kasper Dolberg,2017-2018,19,Ajax,nl NED,1. Eredivisie,23,11,1143,12.7,6,0,6,4,2,3,0,0,,,,,,,,0.47,0.00,0.47,0.31,0.31,,,,,,Matches,,,,,,
9471,Kasper Dolberg,2018-2019,20,Ajax,,1. Champions Lg,9,3,301,3.3,0,0,0,0,0,0,1,0,1.0,1.0,0.1,1.1,4,0,21,0.00,0.00,0.00,0.00,0.00,0.30,0.02,0.32,0.30,0.32,Matches,,,,,,
9472,Kasper Dolberg,2019-2020,21,Nice,fr FRA,Coupe de France,3,3,260,2.9,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
9473,Kasper Dolberg,2020-2021,22,Nice,fr FRA,Coupe de France,1,0,35,0.4,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
9474,Kasper Dolberg,2021-2022,23,Nice,fr FRA,Coupe de France,4,2,175,1.9,1,0,1,1,0,0,0,0,,,,,,,,0.51,0.00,0.51,0.51,0.51,,,,,,Matches,,,,,,
9475,Kasper Dolberg,2022-2023,24,Hoffenheim,de GER,1. Bundesliga,13,4,402,4.5,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,4,4,20,0.22,0.00,0.22,0.22,0.22,0.11,0.10,0.21,0.11,0.21,Matches,,,,,,
9476,Kasper Dolberg,2023-2024,25,Anderlecht,be BEL,1. Pro League A,29,28,2154,23.9,13,2,15,10,3,3,2,0,12.8,10.4,1.8,12.2,26,33,133,0.54,0.08,0.63,0.42,0.50,0.54,0.07,0.61,0.44,0.51,Matches,,,,,,
9477,Kasper Dolberg,2024-2025,26,Anderlecht,,2. Europa Lg,6,3,269,3.0,1,1,2,0,1,1,2,0,1.2,0.4,0.3,0.8,2,5,18,0.33,0.33,0.67,0.00,0.33,0.39,0.10,0.49,0.15,0.25,Matches,,,,,,
9499,Alexis Claude Maurice,2016-2017,18,Lorient,fr FRA,1. Ligue 1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
9500,Alexis Claude Maurice,2017-2018,19,Lorient,fr FRA,Coupe de France,1,1,90,1.0,1,0,1,1,0,0,1,0,,,,,,,,1.00,0.00,1.00,1.00,1.00,,,,,,Matches,,,,,,
