Unnamed: -1_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 34_level_0,Unnamed: 22_level_0,Playing Time,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 35_level_0,Unnamed: 23_level_0
Player,Season,Age,Squad,Country,Comp,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,Matches,MP,LgRank,MP,Matches,Matches
Wylan Cyprien,2021-2022,26,Nantes,fr FRA,Coupe de France,5,3,234,2.6,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Wylan Cyprien,2022-2023,27,Sion,ch SUI,1. Super Lg,18,17,1313,14.6,3,0,3,3,0,0,7,1,,,,,,,,0.21,0.00,0.21,0.21,0.21,,,,,,Matches,,,,,,
Wylan Cyprien,2023-2024,28,Parma,it ITA,Coppa Italia,1,1,90,1.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Wylan Cyprien,2024-2025,29,Parma,it ITA,Coppa Italia,1,1,66,0.7,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Wylan Cyprien,13 Seasons,13 Seasons,5 Clubs,,9 Leagues,295,229,20226,224.7,40,23,63,33,7,8,42,3,14.5,9.0,14.1,23.1,86,582,126,0.18,0.10,0.28,0.15,0.25,0.16,0.16,0.32,0.10,0.26,,,,,,,
Wylan Cyprien,,,,Country,Comp,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,,,,,,
Wylan Cyprien,Nice (4 Seasons),Nice (4 Seasons),Nice (4 Seasons),,4 Leagues,108,94,8451,93.9,23,11,34,16,7,8,9,2,12.9,7.4,10.6,18.0,63,423,88,0.24,0.12,0.36,0.17,0.29,0.22,0.18,0.40,0.12,0.30,,,,,,,
Wylan Cyprien,Lens (4 Seasons),Lens (4 Seasons),Lens (4 Seasons),,3 Leagues,103,84,7255,80.6,10,9,19,10,0,0,18,0,,,,,,,,0.12,0.11,0.24,0.12,0.24,,,,,,,,,,,,
Wylan Cyprien,Parma (3 Seasons),Parma (3 Seasons),Parma (3 Seasons),,3 Leagues,37,14,1483,16.5,2,0,2,2,0,0,5,0,0.7,0.7,0.6,1.3,15,63,6,0.12,0.00,0.12,0.12,0.12,0.06,0.04,0.10,0.06,0.10,,,,,,,
Wylan Cyprien,Nantes (1 Season),Nantes (1 Season),Nantes (1 Season),,2 Leagues,29,20,1724,19.2,2,3,5,2,0,0,3,0,0.8,0.8,2.9,3.7,8,96,32,0.10,0.16,0.26,0.10,0.26,0.05,0.18,0.23,0.05,0.23,,,,,,,
Wylan Cyprien,Sion (1 Season),Sion (1 Season),Sion (1 Season),,1 League,18,17,1313,14.6,3,0,3,3,0,0,7,1,,,,,,,,0.21,0.00,0.21,0.21,0.21,,,,,,,,,,,,
Wylan Cyprien,Ligue 1 (6 Seasons),Ligue 1 (6 Seasons),Ligue 1 (6 Seasons),,,151,128,11190,124.3,25,14,39,19,6,7,21,2,13.6,8.1,13.2,21.3,69,500,113,0.20,0.11,0.31,0.15,0.27,0.19,0.18,0.37,0.11,0.29,,,,,,,
Wylan Cyprien,Coupe de la Ligue (4 Seasons),Coupe de la Ligue (4 Seasons),Coupe de la Ligue (4 Seasons),,,4,1,162,1.8,1,1,2,0,1,1,0,0,,,,,,,,0.56,0.56,1.11,0.00,0.56,,,,,,,,,,,,
Wylan Cyprien,Ligue 2 (3 Seasons),Ligue 2 (3 Seasons),Ligue 2 (3 Seasons),,,69,57,5059,56.2,8,7,15,8,0,0,9,0,,,,,,,,0.14,0.12,0.27,0.14,0.27,,,,,,,,,,,,
Wylan Cyprien,Coupe de France (3 Seasons),Coupe de France (3 Seasons),Coupe de France (3 Seasons),,,9,7,548,6.1,0,1,1,0,0,0,0,0,,,,,,,,0.00,0.16,0.16,0.00,0.16,,,,,,,,,,,,
Wylan Cyprien,Coppa Italia (3 Seasons),Coppa Italia (3 Seasons),Coppa Italia (3 Seasons),,,4,4,278,3.1,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
Wylan Cyprien,Serie A (2 Seasons),Serie A (2 Seasons),Serie A (2 Seasons),,,15,2,438,4.9,0,0,0,0,0,0,2,0,0.5,0.5,0.2,0.7,5,22,2,0.00,0.00,0.00,0.00,0.00,0.09,0.04,0.14,0.09,0.14,,,,,,,
Wylan Cyprien,Europa Lg (2 Seasons),Europa Lg (2 Seasons),Europa Lg (2 Seasons),,,7,5,471,5.2,1,0,1,1,0,0,0,0,0.1,0.1,0.4,0.5,2,19,7,0.19,0.00,0.19,0.19,0.19,0.04,0.13,0.16,0.04,0.16,,,,,,,
Wylan Cyprien,Serie B (1 Season),Serie B (1 Season),Serie B (1 Season),,,18,8,767,8.5,2,0,2,2,0,0,3,0,0.3,0.3,0.4,0.7,10,41,4,0.23,0.00,0.23,0.23,0.23,0.03,0.05,0.08,0.03,0.08,,,,,,,
Wylan Cyprien,Super Lg (1 Season),Super Lg (1 Season),Super Lg (1 Season),,,18,17,1313,14.6,3,0,3,3,0,0,7,1,,,,,,,,0.21,0.00,0.21,0.21,0.21,,,,,,,,,,,,
Patrick Burner,2016-2017,20,Nice,fr FRA,1. Coupe de la Ligue,1,1,90,1.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Patrick Burner,2017-2018,21,Nice,fr FRA,Coupe de France,1,0,15,0.2,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Patrick Burner,2018-2019,22,Nice,fr FRA,Coupe de France,1,1,90,1.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Patrick Burner,2019-2020,23,Nice,fr FRA,Coupe de France,1,1,90,1.0,0,1,1,0,0,0,0,0,,,,,,,,0.00,1.00,1.00,0.00,1.00,,,,,,Matches,,,,,,
Patrick Burner,2020-2021,24,Nîmes,fr FRA,Coupe de France,1,1,90,1.0,0,1,1,0,0,0,0,0,,,,,,,,0.00,1.00,1.00,0.00,1.00,,,,,,Matches,,,,,,
Patrick Burner,2021-2022,25,Nîmes,fr FRA,Coupe de France,3,2,206,2.3,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Patrick Burner,2022-2023,26,Nîmes,fr FRA,Coupe de France,2,0,14,0.2,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Patrick Burner,2023-2024,27,Nîmes,fr FRA,Coupe de France,2,0,51,0.6,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Patrick Burner,8 Seasons,8 Seasons,2 Clubs,,5 Leagues,163,122,11093,123.3,1,6,7,1,0,0,20,1,2.7,2.7,7.5,10.1,199,451,349,0.01,0.05,0.06,0.01,0.06,0.02,0.07,0.09,0.02,0.09,,,,,,,
Patrick Burner,,,,Country,Comp,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,,,,,,
Patrick Burner,Nice (5 Seasons),Nice (5 Seasons),Nice (5 Seasons),,4 Leagues,70,55,5120,56.9,1,2,3,1,0,0,12,1,0.7,0.7,3.0,3.7,84,196,128,0.02,0.04,0.05,0.02,0.05,0.02,0.07,0.08,0.02,0.08,,,,,,,
Patrick Burner,Nîmes (4 Seasons),Nîmes (4 Seasons),Nîmes (4 Seasons),,3 Leagues,93,67,5973,66.4,0,4,4,0,0,0,8,0,1.9,1.9,4.5,6.4,115,255,221,0.00,0.06,0.06,0.00,0.06,0.03,0.07,0.10,0.03,0.10,,,,,,,
Patrick Burner,Coupe de France (7 Seasons),Coupe de France (7 Seasons),Coupe de France (7 Seasons),,,11,5,556,6.2,0,2,2,0,0,0,1,0,,,,,,,,0.00,0.32,0.32,0.00,0.32,,,,,,,,,,,,
Patrick Burner,Ligue 1 (5 Seasons),Ligue 1 (5 Seasons),Ligue 1 (5 Seasons),,,77,57,5249,58.3,1,1,2,1,0,0,11,1,1.0,1.0,3.2,4.2,92,246,145,0.02,0.02,0.03,0.02,0.03,0.02,0.06,0.07,0.02,0.07,,,,,,,
Patrick Burner,Coupe de la Ligue (4 Seasons),Coupe de la Ligue (4 Seasons),Coupe de la Ligue (4 Seasons),,,6,5,511,5.7,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
Patrick Burner,Ligue 2 (2 Seasons),Ligue 2 (2 Seasons),Ligue 2 (2 Seasons),,,63,50,4295,47.7,0,3,3,0,0,0,7,0,1.7,1.7,4.1,5.7,98,199,187,0.00,0.06,0.06,0.00,0.06,0.03,0.09,0.12,0.03,0.12,,,,,,,
Patrick Burner,Europa Lg (2 Seasons),Europa Lg (2 Seasons),Europa Lg (2 Seasons),,,6,5,482,5.4,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,9,6,17,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.05,0.01,0.05,,,,,,,
Bassem Srarfi,2016-2017,19,Nice,fr FRA,1. Ligue 1,5,0,41,0.5,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Bassem Srarfi,2017-2018,20,Nice,fr FRA,Coupe de France,1,1,81,0.9,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Bassem Srarfi,2018-2019,21,Nice,fr FRA,Coupe de France,1,0,45,0.5,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Bassem Srarfi,2019-2020,22,Nice,fr FRA,Coupe de France,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
Bassem Srarfi,2020-2021,23,Zulte Waregem,be BEL,1. First Division A,18,8,982,10.9,0,3,3,0,0,0,3,0,1.5,1.5,2.2,3.8,49,33,85,0.00,0.27,0.27,0.00,0.27,0.14,0.21,0.35,0.14,0.35,Matches,,,,,,
Bassem Srarfi,2021-2022,24,Zulte Waregem,be BEL,1. First Division A,14,6,582,6.5,0,2,2,0,0,0,4,0,0.5,0.5,0.5,1.0,16,40,30,0.00,0.31,0.31,0.00,0.31,0.07,0.08,0.16,0.07,0.16,Matches,,,,,,
Bassem Srarfi,6 Seasons,6 Seasons,2 Clubs,,5 Leagues,103,39,4098,45.5,4,7,11,4,0,0,12,0,6.1,6.1,4.9,11.0,148,129,300,0.09,0.15,0.24,0.09,0.24,0.15,0.13,0.28,0.15,0.28,,,,,,,
Bassem Srarfi,,,,Country,Comp,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,,,,,,
Bassem Srarfi,Nice (4 Seasons),Nice (4 Seasons),Nice (4 Seasons),,4 Leagues,67,25,2466,27.4,4,2,6,4,0,0,5,0,4.1,4.1,2.0,6.2,80,54,178,0.15,0.07,0.22,0.15,0.22,0.19,0.10,0.29,0.19,0.29,,,,,,,
Bassem Srarfi,Zulte Waregem (3 Seasons),Zulte Waregem (3 Seasons),Zulte Waregem (3 Seasons),,1 League,36,14,1632,18.1,0,5,5,0,0,0,7,0,2.0,2.0,2.9,4.9,68,75,122,0.00,0.28,0.28,0.00,0.28,0.11,0.16,0.27,0.11,0.27,,,,,,,
Bassem Srarfi,Ligue 1 (4 Seasons),Ligue 1 (4 Seasons),Ligue 1 (4 Seasons),,,56,19,1861,20.7,4,0,4,4,0,0,4,0,4.0,4.0,2.0,6.0,76,52,173,0.19,0.00,0.19,0.19,0.19,0.20,0.10,0.30,0.20,0.30,,,,,,,
Bassem Srarfi,First Division A (3 Seasons),First Division A (3 Seasons),First Division A (3 Seasons),,,36,14,1632,18.1,0,5,5,0,0,0,7,0,2.0,2.0,2.9,4.9,68,75,122,0.00,0.28,0.28,0.00,0.28,0.11,0.16,0.27,0.11,0.27,,,,,,,
Bassem Srarfi,Coupe de la Ligue (3 Seasons),Coupe de la Ligue (3 Seasons),Coupe de la Ligue (3 Seasons),,,5,4,382,4.2,0,1,1,0,0,0,0,0,,,,,,,,0.00,0.24,0.24,0.00,0.24,,,,,,,,,,,,
Bassem Srarfi,Coupe de France (3 Seasons),Coupe de France (3 Seasons),Coupe de France (3 Seasons),,,2,1,126,1.4,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
Bassem Srarfi,Europa Lg (1 Season),Europa Lg (1 Season),Europa Lg (1 Season),,,4,1,97,1.1,0,1,1,0,0,0,1,0,0.1,0.1,0.1,0.1,4,2,5,0.00,0.93,0.93,0.00,0.93,0.08,0.06,0.13,0.08,0.13,,,,,,,
Racine Coly,2013-2014,17,Brescia,it ITA,2. Serie B,7,5,497,5.5,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
Racine Coly,2014-2015,18,Brescia,it ITA,Coppa Italia,1,0,13,0.1,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Racine Coly,2015-2016,19,Brescia,it ITA,Coppa Italia,2,2,209,2.3,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Racine Coly,2016-2017,20,Brescia,it ITA,Coppa Italia,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
Racine Coly,2017-2018,21,Brescia,it ITA,Coppa Italia,2,2,180,2.0,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Racine Coly,2018-2019,22,Nice,fr FRA,1. Coupe de la Ligue,2,2,126,1.4,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Racine Coly,2019-2020,23,Nice,fr FRA,Coupe de France,1,0,17,0.2,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Racine Coly,2020-2021,24,Amiens,fr FRA,Coupe de France,1,1,84,0.9,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Racine Coly,2021-2022,25,Estoril,pt POR,1. Primeira Liga,2,2,170,1.9,0,1,1,0,0,0,1,0,0.0,0.0,0.1,0.1,4,6,4,0.00,0.53,0.53,0.00,0.53,0.01,0.07,0.08,0.01,0.08,Matches,,,,,,
Racine Coly,2023-2024,27,İstanbulspor,tr TUR,1. Süper Lig,22,12,1147,12.7,1,0,1,1,0,0,9,0,,,,,,,,0.08,0.00,0.08,0.08,0.08,,,,,,Matches,,,,,,
Racine Coly,10 Seasons,10 Seasons,6 Clubs,,9 Leagues,195,162,14152,157.2,7,11,18,7,0,0,51,7,1.9,1.9,2.6,4.5,106,214,177,0.04,0.07,0.11,0.04,0.11,0.04,0.06,0.10,0.04,0.10,,,,,,,
Racine Coly,,,,Country,Comp,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,,,,,,
Racine Coly,Brescia (5 Seasons),Brescia (5 Seasons),Brescia (5 Seasons),,2 Leagues,107,98,8629,95.9,5,6,11,5,0,0,25,3,,,,,,,,0.05,0.06,0.11,0.05,0.11,,,,,,,,,,,,
Racine Coly,Nice (4 Seasons),Nice (4 Seasons),Nice (4 Seasons),,4 Leagues,34,26,2132,23.7,1,1,2,1,0,0,10,3,1.1,1.1,0.4,1.5,53,113,91,0.04,0.04,0.08,0.04,0.08,0.05,0.02,0.07,0.05,0.07,,,,,,,
Racine Coly,İstanbulspor (1 Season),İstanbulspor (1 Season),İstanbulspor (1 Season),,1 League,22,12,1147,12.7,1,0,1,1,0,0,9,0,,,,,,,,0.08,0.00,0.08,0.08,0.08,,,,,,,,,,,,
Racine Coly,Amiens (1 Season),Amiens (1 Season),Amiens (1 Season),,2 Leagues,16,14,1237,13.7,0,1,1,0,0,0,2,0,0.6,0.6,1.0,1.6,23,43,48,0.00,0.07,0.07,0.00,0.07,0.05,0.08,0.13,0.05,0.13,,,,,,,
Racine Coly,Famalicão (1 Season),Famalicão (1 Season),Famalicão (1 Season),,1 League,14,10,837,9.3,0,2,2,0,0,0,4,1,0.1,0.1,1.1,1.2,26,52,34,0.00,0.22,0.22,0.00,0.22,0.01,0.12,0.13,0.01,0.13,,,,,,,
Racine Coly,Estoril (1 Season),Estoril (1 Season),Estoril (1 Season),,1 League,2,2,170,1.9,0,1,1,0,0,0,1,0,0.0,0.0,0.1,0.1,4,6,4,0.00,0.53,0.53,0.00,0.53,0.01,0.07,0.08,0.01,0.08,,,,,,,
Racine Coly,Serie B (5 Seasons),Serie B (5 Seasons),Serie B (5 Seasons),,,102,94,8227,91.4,5,6,11,5,0,0,24,3,,,,,,,,0.05,0.07,0.12,0.05,0.12,,,,,,,,,,,,
Racine Coly,Ligue 1 (4 Seasons),Ligue 1 (4 Seasons),Ligue 1 (4 Seasons),,,27,21,1786,19.8,1,1,2,1,0,0,10,2,1.1,1.1,0.4,1.5,48,104,81,0.05,0.05,0.10,0.05,0.10,0.06,0.02,0.08,0.06,0.08,,,,,,,
Racine Coly,Coppa Italia (4 Seasons),Coppa Italia (4 Seasons),Coppa Italia (4 Seasons),,,5,4,402,4.5,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
Racine Coly,Primeira Liga (2 Seasons),Primeira Liga (2 Seasons),Primeira Liga (2 Seasons),,,16,12,1007,11.2,0,3,3,0,0,0,5,1,0.1,0.1,1.2,1.4,30,58,38,0.00,0.27,0.27,0.00,0.27,0.01,0.11,0.12,0.01,0.12,,,,,,,
Racine Coly,Europa Lg (2 Seasons),Europa Lg (2 Seasons),Europa Lg (2 Seasons),,,4,3,203,2.3,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,5,9,10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,
Racine Coly,Coupe de France (2 Seasons),Coupe de France (2 Seasons),Coupe de France (2 Seasons),,,2,1,101,1.1,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
Racine Coly,Süper Lig (1 Season),Süper Lig (1 Season),Süper Lig (1 Season),,,22,12,1147,12.7,1,0,1,1,0,0,9,0,,,,,,,,0.08,0.00,0.08,0.08,0.08,,,,,,,,,,,,
Racine Coly,Ligue 2 (1 Season),Ligue 2 (1 Season),Ligue 2 (1 Season),,,15,13,1153,12.8,0,1,1,0,0,0,2,0,0.6,0.6,1.0,1.6,23,43,48,0.00,0.08,0.08,0.00,0.08,0.05,0.08,0.13,0.05,0.13,,,,,,,
Racine Coly,Coupe de la Ligue (1 Season),Coupe de la Ligue (1 Season),Coupe de la Ligue (1 Season),,,2,2,126,1.4,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
Wesley Sneijder,2002-2003,18,Ajax,,1. Champions Lg,1,0,1,0.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Wesley Sneijder,2003-2004,19,Ajax,,1. Champions Lg,5,3,350,3.9,0,2,2,0,0,0,0,0,,,,,,,,0.00,0.51,0.51,0.00,0.51,,,,,,Matches,,,,,,
Wesley Sneijder,2004-2005,20,Ajax,,1. Champions Lg,6,5,433,4.8,0,3,3,0,0,1,2,0,,,,,,,,0.00,0.62,0.62,0.00,0.62,,,,,,Matches,,,,,,
Wesley Sneijder,2005-2006,21,Ajax,,1. Champions Lg,5,4,448,5.0,2,1,3,2,0,0,0,0,,,,,,,,0.40,0.20,0.60,0.40,0.60,,,,,,Matches,,,,,,
Wesley Sneijder,2006-2007,22,Ajax,nl NED,1. Eredivisie,30,30,2488,27.6,18,9,27,18,0,0,5,1,,,,,,,,0.65,0.33,0.98,0.65,0.98,,,,,,Matches,,,,,,
Wesley Sneijder,2007-2008,23,Real Madrid,,1. Champions Lg,5,5,396,4.4,0,1,1,0,0,0,0,0,,,,,,,,0.00,0.23,0.23,0.00,0.23,,,,,,Matches,,,,,,
Wesley Sneijder,2008-2009,24,Real Madrid,,1. Champions Lg,4,4,335,3.7,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Wesley Sneijder,2009-2010,25,Inter,,1. Champions Lg,11,11,948,10.5,3,6,9,3,0,0,0,0,,,,,,,,0.28,0.57,0.85,0.28,0.85,,,,,,Matches,,,,,,
Wesley Sneijder,2010-2011,26,Inter,,1. Champions Lg,9,9,796,8.8,3,2,5,3,0,0,1,0,,,,,,,,0.34,0.23,0.57,0.34,0.57,,,,,,Matches,,,,,,
Wesley Sneijder,2011-2012,27,Inter,,1. Champions Lg,5,5,372,4.1,0,1,1,0,0,0,0,0,,,,,,,,0.00,0.24,0.24,0.00,0.24,,,,,,Matches,,,,,,
Wesley Sneijder,2012-2013,28,Galatasaray,,1. Champions Lg,4,4,252,2.8,1,1,2,1,0,0,1,0,,,,,,,,0.36,0.36,0.71,0.36,0.71,,,,,,Matches,,,,,,
Wesley Sneijder,2013-2014,29,Galatasaray,,1. Champions Lg,7,6,541,6.0,2,1,3,2,0,0,1,0,,,,,,,,0.33,0.17,0.50,0.33,0.50,,,,,,Matches,,,,,,
Wesley Sneijder,2014-2015,30,Galatasaray,,1. Champions Lg,6,6,540,6.0,1,1,2,1,0,0,1,0,,,,,,,,0.17,0.17,0.33,0.17,0.33,,,,,,Matches,,,,,,
Wesley Sneijder,2015-2016,31,Galatasaray,,1. Champions Lg,6,6,540,6.0,0,1,1,0,0,0,0,0,,,,,,,,0.00,0.17,0.17,0.00,0.17,,,,,,Matches,,,,,,
Wesley Sneijder,2016-2017,32,Galatasaray,tr TUR,1. Süper Lig,28,25,2094,23.3,5,15,20,5,0,0,5,0,,,,,,,,0.21,0.64,0.86,0.21,0.86,,,,,,Matches,,,,,,
Wesley Sneijder,2017-2018,33,Nice,,2. Europa Lg,2,2,156,1.7,0,1,1,0,0,0,0,0,0.1,0.1,0.2,0.3,0,10,4,0.00,0.58,0.58,0.00,0.58,0.08,0.09,0.17,0.08,0.17,Matches,,,,,,
Wesley Sneijder,16 Seasons,16 Seasons,5 Clubs,,7 Leagues,468,426,36082,400.9,115,107,221,115,0,2,82,3,0.8,0.8,1.0,1.8,3,45,30,0.29,0.27,0.56,0.29,0.56,0.13,0.16,0.29,0.13,0.29,,,,,,,
Wesley Sneijder,,,,Country,Comp,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,,,,,,
Wesley Sneijder,Ajax (5 Seasons),Ajax (5 Seasons),Ajax (5 Seasons),,3 Leagues,151,136,11722,130.2,46,40,85,46,0,2,28,1,,,,,,,,0.35,0.33,0.69,0.35,0.69,,,,,,,,,,,,
Wesley Sneijder,Galatasaray (5 Seasons),Galatasaray (5 Seasons),Galatasaray (5 Seasons),,3 Leagues,148,139,11747,130.5,39,33,72,39,0,0,30,0,,,,,,,,0.30,0.25,0.55,0.30,0.55,,,,,,,,,,,,
Wesley Sneijder,Inter (4 Seasons),Inter (4 Seasons),Inter (4 Seasons),,2 Leagues,101,91,7720,85.8,19,24,43,19,0,0,9,2,,,,,,,,0.22,0.28,0.50,0.22,0.50,,,,,,,,,,,,
Wesley Sneijder,Real Madrid (2 Seasons),Real Madrid (2 Seasons),Real Madrid (2 Seasons),,2 Leagues,61,54,4338,48.2,11,9,20,11,0,0,15,0,,,,,,,,0.23,0.19,0.41,0.23,0.41,,,,,,,,,,,,
Wesley Sneijder,Nice (1 Season),Nice (1 Season),Nice (1 Season),,2 Leagues,7,6,555,6.2,0,1,1,0,0,0,0,0,0.8,0.8,1.0,1.8,3,45,30,0.00,0.16,0.16,0.00,0.16,0.13,0.16,0.29,0.13,0.29,,,,,,,
Wesley Sneijder,Champions Lg (13 Seasons),Champions Lg (13 Seasons),Champions Lg (13 Seasons),,,74,68,5952,66.1,12,20,32,12,0,1,6,0,,,,,,,,0.18,0.30,0.48,0.18,0.48,,,,,,,,,,,,
Wesley Sneijder,Eredivisie (5 Seasons),Eredivisie (5 Seasons),Eredivisie (5 Seasons),,,126,116,9842,109.4,43,34,77,43,0,1,22,1,,,,,,,,0.39,0.31,0.70,0.39,0.70,,,,,,,,,,,,
Wesley Sneijder,Süper Lig (5 Seasons),Süper Lig (5 Seasons),Süper Lig (5 Seasons),,,123,115,9695,107.7,35,29,64,35,0,0,27,0,,,,,,,,0.32,0.27,0.59,0.32,0.59,,,,,,,,,,,,
Wesley Sneijder,Serie A (4 Seasons),Serie A (4 Seasons),Serie A (4 Seasons),,,76,66,5604,62.3,13,15,28,13,0,0,8,2,,,,,,,,0.21,0.24,0.45,0.21,0.45,,,,,,,,,,,,
Wesley Sneijder,UEFA Cup (4 Seasons),UEFA Cup (4 Seasons),UEFA Cup (4 Seasons),,,12,12,983,10.9,1,1,1,1,0,0,4,0,0.1,0.1,0.2,0.3,0,10,4,0.09,0.27,0.27,0.09,0.27,0.08,0.09,0.17,0.08,0.17,,,,,,,
Wesley Sneijder,La Liga (2 Seasons),La Liga (2 Seasons),La Liga (2 Seasons),,,52,45,3607,40.1,11,8,19,11,0,0,15,0,,,,,,,,0.27,0.20,0.47,0.27,0.47,,,,,,,,,,,,
Wesley Sneijder,Ligue 1 (1 Season),Ligue 1 (1 Season),Ligue 1 (1 Season),,,5,4,399,4.4,0,0,0,0,0,0,0,0,0.7,0.7,0.8,1.5,3,35,26,0.00,0.00,0.00,0.00,0.00,0.15,0.19,0.34,0.15,0.34,,,,,,,
