Unnamed: -1_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 34_level_0,Playing Time,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 35_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0
Player,Season,Age,Squad,Country,Comp,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,MP,LgRank,MP,Matches,Matches,Matches
Jeremie Frimpong,2024-2025,23,Leverkusen,de GER,1. Bundesliga,14,11,993,11.0,2,3,5,2,0,0,3,0,1.6,1.6,2.1,3.7,37,21,114,0.18,0.27,0.45,0.18,0.45,0.15,0.19,0.34,0.15,0.34,Matches,,,,,,
Lennart Grill,2020-2021,21,Leverkusen,de GER,1. Bundesliga,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
Lennart Grill,2021-2022,22,Leverkusen,de GER,1. Bundesliga,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
Lennart Grill,2022-2023,23,Union Berlin,de GER,1. Bundesliga,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
Lennart Grill,2023-2024,24,Osnabrück,de GER,2. 2. Bundesliga,15,15,1350,15.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
Lennart Grill,2024-2025,25,Braunschweig,de GER,2. 2. Bundesliga,9,9,769,8.5,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
Mitchell Weiser,2020-2021,26,Leverkusen,de GER,1. Bundesliga,5,2,226,2.5,1,0,1,1,0,0,0,0,0.1,0.1,0.0,0.1,4,18,9,0.40,0.00,0.40,0.40,0.40,0.04,0.00,0.04,0.04,0.04,Matches,,,,,,
Mitchell Weiser,2021-2022,27,Werder Bremen,de GER,2. 2. Bundesliga,24,17,1378,15.3,2,2,4,2,0,0,1,0,2.1,2.1,3.1,5.2,44,69,111,0.13,0.13,0.26,0.13,0.26,0.14,0.20,0.34,0.14,0.34,Matches,,,,,,
Mitchell Weiser,2022-2023,28,Werder Bremen,de GER,1. Bundesliga,30,29,2516,28.0,2,9,11,2,0,0,7,0,2.6,2.6,5.6,8.2,62,120,169,0.07,0.32,0.39,0.07,0.39,0.09,0.20,0.29,0.09,0.29,Matches,,,,,,
Mitchell Weiser,2023-2024,29,Werder Bremen,de GER,1. Bundesliga,30,30,2636,29.3,3,7,10,3,0,0,5,0,3.8,3.8,4.2,7.9,81,111,189,0.10,0.24,0.34,0.10,0.34,0.13,0.14,0.27,0.13,0.27,Matches,,,,,,
Mitchell Weiser,2024-2025,30,Werder Bremen,de GER,1. Bundesliga,13,13,1161,12.9,1,5,6,1,0,0,4,1,2.2,2.2,1.7,3.9,26,49,84,0.08,0.39,0.47,0.08,0.47,0.17,0.14,0.31,0.17,0.31,Matches,,,,,,
Tin Jedvaj,2020-2021,24,Leverkusen,de GER,1. Bundesliga,3,2,152,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,9,0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches,,,,,,
Tin Jedvaj,2021-2022,25,Loko Moscow,,2. Europa Lg,5,5,450,5.0,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,5,18,3,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches,,,,,,
Tin Jedvaj,2022-2023,26,Loko Moscow,ru RUS,1. Premier League,14,12,1084,12.0,0,0,0,0,0,0,3,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Tin Jedvaj,2023-2024,27,Panathinaikos,,2. Europa Lg,4,4,360,4.0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.3,7,28,0,0.00,0.00,0.00,0.00,0.00,0.04,0.05,0.08,0.04,0.08,Matches,,,,,,
Tin Jedvaj,2024-2025,28,Panathinaikos,,3. Conf Lg,3,2,225,2.5,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,1,10,1,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.12,0.12,Matches,,,,,,
Niklas Lomb,2020-2021,27,Leverkusen,de GER,1. Bundesliga,2,1,135,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
Niklas Lomb,2021-2022,28,Leverkusen,de GER,1. Bundesliga,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
Niklas Lomb,2022-2023,29,Leverkusen,de GER,1. Bundesliga,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
Niklas Lomb,2023-2024,30,Leverkusen,de GER,1. Bundesliga,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
Niklas Lomb,2024-2025,31,Leverkusen,de GER,1. Bundesliga,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
Santiago Arias,2020-2021,28,Leverkusen,de GER,1. Bundesliga,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,5,4,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05,Matches,,,,,,
Santiago Arias,2021-2022,29,Granada,es ESP,Copa del Rey,2,2,180,2.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Paulinho,2020-2021,20,Leverkusen,de GER,1. Bundesliga,1,1,65,0.7,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,2,6,0.00,0.00,0.00,0.00,0.00,0.28,0.00,0.28,0.28,0.28,Matches,,,,,,
Paulinho,2021-2022,21,Leverkusen,de GER,1. Bundesliga,24,14,1218,13.5,4,1,5,4,0,0,1,0,4.1,4.1,2.1,6.2,58,43,121,0.30,0.07,0.37,0.30,0.37,0.30,0.15,0.46,0.30,0.46,Matches,,,,,,
Paulinho,2022-2023,22,Leverkusen,de GER,1. Bundesliga,4,1,82,0.9,1,0,1,1,0,0,0,0,0.5,0.5,0.0,0.5,3,4,8,1.10,0.00,1.10,1.10,1.10,0.58,0.00,0.58,0.58,0.58,Matches,,,,,,
Joel Pohjanpalo,2020-2021,25,Union Berlin,de GER,1. Bundesliga,19,10,851,9.5,6,0,6,6,0,0,0,0,6.6,6.6,1.2,7.8,6,26,39,0.63,0.00,0.63,0.63,0.63,0.70,0.13,0.83,0.70,0.83,Matches,,,,,,
Joel Pohjanpalo,2021-2022,26,Leverkusen,de GER,1. Bundesliga,2,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
Joel Pohjanpalo,2022-2023,27,Leverkusen,de GER,1. Bundesliga,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
Joel Pohjanpalo,2023-2024,28,Venezia,it ITA,Coppa Italia,1,1,120,1.3,1,0,1,1,0,0,0,0,,,,,,,,0.75,0.00,0.75,0.75,0.75,,,,,,Matches,,,,,,
Joel Pohjanpalo,2024-2025,29,Venezia,it ITA,1. Serie A,14,14,1146,12.7,4,0,4,2,2,3,0,0,5.6,3.2,1.6,4.8,6,21,50,0.31,0.00,0.31,0.16,0.16,0.44,0.13,0.57,0.26,0.38,Matches,,,,,,
Marcel Johnen,2020-2021,17,Leverkusen,de GER,1. Bundesliga,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,
Marcel Johnen,2021-2022,18,Saarbrücken,de GER,3. 3. Liga,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,
Marcel Johnen,2024-2025,21,Aachen,de GER,3. 3. Liga,8,8,720,8.0,0,0,0,0,0,0,2,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,Matches,
Samed Onur,2020-2021,18,Leverkusen,de GER,1. Bundesliga,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
Samed Onur,2021-2022,19,Fatih Karagümrük,tr TUR,1. Süper Lig,8,0,85,0.9,1,0,1,1,0,0,0,0,,,,,,,,1.06,0.00,1.06,1.06,1.06,,,,,,Matches,,,,,,
Samed Onur,2022-2023,20,Fatih Karagümrük,tr TUR,1. Süper Lig,6,0,71,0.8,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Samed Onur,2023-2024,21,Fatih Karagümrük,tr TUR,1. Süper Lig,5,0,19,0.2,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Cem Turkmen,2020-2021,18,Leverkusen,de GER,1. Bundesliga,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
Cem Turkmen,2022-2023,20,SC Austria Lustenau,at AUT,1. Bundesliga,29,18,1349,15.0,0,0,0,0,0,0,4,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Cem Turkmen,2023-2024,21,Ankaragücü,tr TUR,1. Süper Lig,10,1,168,1.9,0,1,1,0,0,0,0,0,,,,,,,,0.00,0.54,0.54,0.00,0.54,,,,,,Matches,,,,,,
Marvin Friedrich,2020-2021,24,Union Berlin,de GER,1. Bundesliga,34,34,3060,34.0,5,2,7,5,0,0,1,0,1.6,1.6,2.5,4.1,30,123,13,0.15,0.06,0.21,0.15,0.21,0.05,0.07,0.12,0.05,0.12,Matches,,,,,,
Marvin Friedrich,2021-2022,25,Gladbach,de GER,1. Bundesliga,8,7,600,6.7,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,1,19,4,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,Matches,,,,,,
Marvin Friedrich,2022-2023,26,Gladbach,de GER,1. Bundesliga,23,13,1248,13.9,1,0,1,1,0,0,2,0,0.9,0.9,0.5,1.3,3,35,6,0.07,0.00,0.07,0.07,0.07,0.06,0.03,0.09,0.06,0.09,Matches,,,,,,
Marvin Friedrich,2023-2024,27,Gladbach,de GER,1. Bundesliga,24,17,1566,17.4,0,0,0,0,0,0,1,0,0.6,0.6,0.2,0.7,2,34,4,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04,Matches,,,,,,
Marvin Friedrich,2024-2025,28,Gladbach,de GER,1. Bundesliga,10,6,598,6.6,0,1,1,0,0,0,0,0,0.4,0.4,0.4,0.8,9,22,2,0.00,0.15,0.15,0.00,0.15,0.07,0.05,0.12,0.07,0.12,Matches,,,,,,
Christopher Trimmel,2020-2021,33,Union Berlin,de GER,1. Bundesliga,31,30,2572,28.6,1,9,10,1,0,0,9,0,0.3,0.3,5.9,6.3,47,85,78,0.03,0.31,0.35,0.03,0.35,0.01,0.21,0.22,0.01,0.22,Matches,,,,,,
Christopher Trimmel,2021-2022,34,Union Berlin,de GER,1. Bundesliga,25,23,1990,22.1,2,0,2,2,0,0,5,0,1.4,1.4,2.2,3.6,42,81,70,0.09,0.00,0.09,0.09,0.09,0.06,0.10,0.16,0.06,0.16,Matches,,,,,,
Christopher Trimmel,2022-2023,35,Union Berlin,de GER,1. Bundesliga,25,20,1811,20.1,0,6,6,0,0,0,1,0,0.7,0.7,3.2,4.0,34,65,80,0.00,0.30,0.30,0.00,0.30,0.04,0.16,0.20,0.04,0.20,Matches,,,,,,
Christopher Trimmel,2023-2024,36,Union Berlin,de GER,1. Bundesliga,26,19,1646,18.3,0,2,2,0,0,0,2,1,0.6,0.5,2.1,2.6,23,86,65,0.00,0.11,0.11,0.00,0.11,0.03,0.11,0.14,0.03,0.14,Matches,,,,,,
Christopher Trimmel,2024-2025,37,Union Berlin,de GER,1. Bundesliga,10,8,722,8.0,0,0,0,0,0,0,3,0,0.2,0.2,0.6,0.8,8,24,23,0.00,0.00,0.00,0.00,0.00,0.02,0.08,0.10,0.02,0.10,Matches,,,,,,
Robert Andrich,2020-2021,25,Union Berlin,de GER,1. Bundesliga,29,29,2526,28.1,5,2,7,5,0,0,5,1,2.6,2.6,2.0,4.5,25,128,31,0.18,0.07,0.25,0.18,0.25,0.09,0.07,0.16,0.09,0.16,Matches,,,,,,
Robert Andrich,2021-2022,26,Leverkusen,de GER,1. Bundesliga,26,21,1817,20.2,4,2,6,4,0,0,5,1,3.2,2.8,1.5,4.3,19,100,27,0.20,0.10,0.30,0.20,0.30,0.16,0.08,0.23,0.14,0.21,Matches,,,,,,
Robert Andrich,2022-2023,27,Leverkusen,de GER,1. Bundesliga,29,28,2406,26.7,2,2,4,2,0,0,7,0,1.6,1.6,1.2,2.8,12,99,8,0.07,0.07,0.15,0.07,0.15,0.06,0.04,0.11,0.06,0.11,Matches,,,,,,
Robert Andrich,2023-2024,28,Leverkusen,de GER,1. Bundesliga,28,18,1690,18.8,4,2,6,4,0,0,4,0,1.7,1.7,1.8,3.5,20,97,14,0.21,0.11,0.32,0.21,0.32,0.09,0.10,0.19,0.09,0.19,Matches,,,,,,
Robert Andrich,2024-2025,29,Leverkusen,de GER,1. Bundesliga,12,10,835,9.3,2,0,2,2,0,0,4,0,1.0,1.0,0.1,1.2,6,39,8,0.22,0.00,0.22,0.22,0.22,0.11,0.01,0.12,0.11,0.12,Matches,,,,,,
Christopher Lenz,2020-2021,25,Union Berlin,de GER,1. Bundesliga,27,27,2248,25.0,0,3,3,0,0,0,3,0,1.0,1.0,2.8,3.8,46,94,109,0.00,0.12,0.12,0.00,0.12,0.04,0.11,0.15,0.04,0.15,Matches,,,,,,
Christopher Lenz,2021-2022,26,Eint Frankfurt,de GER,1. Bundesliga,15,6,664,7.4,0,1,1,0,0,0,6,0,0.1,0.1,1.0,1.1,14,35,36,0.00,0.14,0.14,0.00,0.14,0.02,0.13,0.15,0.02,0.15,Matches,,,,,,
Christopher Lenz,2022-2023,27,Eint Frankfurt,de GER,1. Bundesliga,24,13,1290,14.3,0,2,2,0,0,0,1,0,0.6,0.6,2.6,3.1,30,63,67,0.00,0.14,0.14,0.00,0.14,0.04,0.18,0.22,0.04,0.22,Matches,,,,,,
Christopher Lenz,2023-2024,28,RB Leipzig,de GER,1. Bundesliga,5,0,47,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,2,7,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.22,0.00,0.22,Matches,,,,,,
Christopher Lenz,2024-2025,29,Hoffenheim,de GER,1. Bundesliga,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
Marcus Ingvartsen,2020-2021,24,Union Berlin,de GER,1. Bundesliga,30,24,1963,21.8,3,5,8,3,0,1,4,0,4.0,3.2,2.1,5.3,29,53,107,0.14,0.23,0.37,0.14,0.37,0.18,0.09,0.28,0.15,0.24,Matches,,,,,,
Marcus Ingvartsen,2021-2022,25,Union Berlin,de GER,1. Bundesliga,2,2,122,1.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,1,4,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,Matches,,,,,,
Marcus Ingvartsen,2022-2023,26,Mainz 05,de GER,1. Bundesliga,28,16,1314,14.6,10,0,10,6,4,4,2,0,8.4,5.2,0.7,5.9,16,30,81,0.68,0.00,0.68,0.41,0.41,0.57,0.05,0.62,0.36,0.41,Matches,,,,,,
Marcus Ingvartsen,2023-2024,27,Nordsjælland,,3. Conf Lg,5,5,420,4.7,2,1,3,0,2,2,0,0,3.2,1.7,0.2,1.9,5,13,17,0.43,0.21,0.64,0.00,0.21,0.69,0.05,0.74,0.36,0.41,Matches,,,,,,
Marcus Ingvartsen,2024-2025,28,Nordsjælland,dk DEN,1. Danish Superliga,17,17,1376,15.3,5,1,6,4,1,3,3,0,,,,,,,,0.33,0.07,0.39,0.26,0.33,,,,,,Matches,,,,,,
Grischa Promel,2020-2021,25,Union Berlin,de GER,1. Bundesliga,24,21,1816,20.2,3,1,4,3,0,0,7,0,1.8,1.8,1.0,2.7,18,66,33,0.15,0.05,0.20,0.15,0.20,0.09,0.05,0.14,0.09,0.14,Matches,,,,,,
Grischa Promel,2021-2022,26,Union Berlin,de GER,1. Bundesliga,29,28,2422,26.9,8,1,9,8,0,0,4,0,6.3,6.3,1.1,7.3,27,95,72,0.30,0.04,0.33,0.30,0.33,0.23,0.04,0.27,0.23,0.27,Matches,,,,,,
Grischa Promel,2022-2023,27,Hoffenheim,de GER,1. Bundesliga,18,17,1454,16.2,1,1,2,1,0,0,4,0,2.5,2.5,1.1,3.6,19,39,46,0.06,0.06,0.12,0.06,0.12,0.16,0.07,0.22,0.16,0.22,Matches,,,,,,
Grischa Promel,2023-2024,28,Hoffenheim,de GER,1. Bundesliga,28,27,2139,23.8,4,5,9,4,0,0,10,1,3.8,3.8,2.8,6.6,35,96,60,0.17,0.21,0.38,0.17,0.38,0.16,0.12,0.28,0.16,0.28,Matches,,,,,,
Grischa Promel,2024-2025,29,Hoffenheim,de GER,1. Bundesliga,2,2,174,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,5,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
Max Kruse,2020-2021,32,Union Berlin,de GER,1. Bundesliga,,19,1629,18.1,11,5,16,6,5,6,0,0,6.8,2.0,4.2,6.2,38,74,116,0.61,0.28,0.88,0.33,0.61,0.38,0.23,0.61,0.11,0.34,Matches,22,,,,,
Max Kruse,2021-2022,33,Wolfsburg,de GER,1. Bundesliga,,14,1128,12.5,7,1,8,5,2,2,0,0,6.1,4.6,1.8,6.4,24,49,90,0.56,0.08,0.64,0.40,0.48,0.49,0.15,0.63,0.36,0.51,Matches,14,,,,,
Max Kruse,2022-2023,34,Wolfsburg,de GER,1. Bundesliga,,2,272,3.0,0,0,0,0,0,0,0,0,0.7,0.7,0.1,0.9,4,7,30,0.00,0.00,0.00,0.00,0.00,0.25,0.05,0.29,0.25,0.29,Matches,5,,,,,
Max Kruse,2023-2024,35,Paderborn 07,de GER,2. 2. Bundesliga,,2,197,2.2,0,1,1,0,0,0,0,0,0.8,0.8,1.2,2.0,8,13,11,0.00,0.46,0.46,0.00,0.46,0.35,0.55,0.90,0.35,0.90,Matches,5,,,,,
Nico Schlotterbeck,2020-2021,20,Union Berlin,de GER,1. Bundesliga,16,15,1285,14.3,1,0,1,1,0,0,4,1,2.3,2.3,0.6,2.9,23,74,5,0.07,0.00,0.07,0.07,0.07,0.16,0.04,0.20,0.16,0.20,Matches,,,,,,
Nico Schlotterbeck,2021-2022,21,Freiburg,de GER,1. Bundesliga,32,32,2785,30.9,4,1,5,4,0,0,5,0,3.6,3.6,1.5,5.1,35,173,21,0.13,0.03,0.16,0.13,0.16,0.11,0.05,0.16,0.11,0.16,Matches,,,,,,
Nico Schlotterbeck,2022-2023,22,Dortmund,de GER,1. Bundesliga,28,27,2252,25.0,4,5,9,4,0,0,3,0,1.6,1.6,1.7,3.3,39,159,14,0.16,0.20,0.36,0.16,0.36,0.06,0.07,0.13,0.06,0.13,Matches,,,,,,
Nico Schlotterbeck,2023-2024,23,Dortmund,de GER,1. Bundesliga,33,32,2859,31.8,2,1,3,2,0,0,4,0,3.0,3.0,1.9,4.9,55,186,11,0.06,0.03,0.09,0.06,0.09,0.10,0.06,0.15,0.10,0.15,Matches,,,,,,
Nico Schlotterbeck,2024-2025,24,Dortmund,de GER,1. Bundesliga,12,12,1062,11.8,0,2,2,0,0,0,5,1,0.5,0.5,0.9,1.3,25,102,9,0.00,0.17,0.17,0.00,0.17,0.04,0.07,0.11,0.04,0.11,Matches,,,,,,
Christian Gentner,2020-2021,34,Union Berlin,de GER,1. Bundesliga,22,13,1033,11.5,0,0,0,0,0,0,0,0,0.4,0.4,0.8,1.3,8,45,24,0.00,0.00,0.00,0.00,0.00,0.04,0.07,0.11,0.04,0.11,Matches,,,,,,
Christian Gentner,2021-2022,35,Luzern,ch SUI,1. Super Lg,34,26,2227,24.7,0,4,4,0,0,0,2,0,,,,,,,,0.00,0.16,0.16,0.00,0.16,,,,,,Matches,,,,,,
Christian Gentner,2022-2023,36,Luzern,ch SUI,1. Super Lg,10,3,316,3.5,1,1,2,1,0,0,1,0,,,,,,,,0.28,0.28,0.57,0.28,0.57,,,,,,Matches,,,,,,
Julian Ryerson,2020-2021,22,Union Berlin,de GER,1. Bundesliga,24,10,1069,11.9,0,2,2,0,0,0,2,0,0.2,0.2,0.9,1.1,15,32,38,0.00,0.17,0.17,0.00,0.17,0.02,0.07,0.10,0.02,0.10,Matches,,,,,,
Julian Ryerson,2021-2022,23,Union Berlin,de GER,1. Bundesliga,28,13,1429,15.9,2,0,2,2,0,0,3,0,1.3,1.3,1.5,2.8,30,50,50,0.13,0.00,0.13,0.13,0.13,0.08,0.09,0.18,0.08,0.18,Matches,,,,,,
Julian Ryerson,2022-2023,24,Union Berlin,de GER,1. Bundesliga,13,12,1037,11.5,0,0,0,0,0,0,2,0,0.7,0.7,0.5,1.2,20,32,32,0.00,0.00,0.00,0.00,0.00,0.06,0.04,0.10,0.06,0.10,Matches,,,,,,
Julian Ryerson,2023-2024,25,Dortmund,de GER,1. Bundesliga,21,20,1767,19.6,4,1,5,4,0,0,3,0,1.8,1.8,2.7,4.5,41,64,118,0.20,0.05,0.25,0.20,0.25,0.09,0.14,0.23,0.09,0.23,Matches,,,,,,
Julian Ryerson,2024-2025,26,Dortmund,de GER,1. Bundesliga,12,12,947,10.5,1,1,2,1,0,0,2,0,0.3,0.3,1.0,1.3,22,28,61,0.10,0.10,0.19,0.10,0.19,0.03,0.10,0.12,0.03,0.12,Matches,,,,,,
Marius Bulter,2020-2021,27,Union Berlin,de GER,1. Bundesliga,26,8,977,10.9,1,0,1,1,0,0,1,0,1.5,1.5,0.9,2.4,24,17,71,0.09,0.00,0.09,0.09,0.09,0.14,0.08,0.22,0.14,0.22,Matches,,,,,,
Marius Bulter,2021-2022,28,Schalke 04,de GER,2. 2. Bundesliga,32,28,2466,27.4,10,10,20,10,0,0,2,0,9.4,9.4,7.4,16.7,95,59,265,0.36,0.36,0.73,0.36,0.73,0.34,0.27,0.61,0.34,0.61,Matches,,,,,,
Marius Bulter,2022-2023,29,Schalke 04,de GER,1. Bundesliga,33,30,2598,28.9,11,1,12,7,4,4,5,0,9.0,6.1,4.6,10.7,78,86,199,0.38,0.03,0.42,0.24,0.28,0.31,0.16,0.47,0.21,0.37,Matches,,,,,,
Marius Bulter,2023-2024,30,Hoffenheim,de GER,1. Bundesliga,30,15,1351,15.0,1,4,5,1,0,0,3,1,1.4,1.4,3.4,4.9,37,60,107,0.07,0.27,0.33,0.07,0.33,0.10,0.23,0.32,0.10,0.32,Matches,,,,,,
Marius Bulter,2024-2025,31,Hoffenheim,de GER,1. Bundesliga,11,11,799,8.9,4,1,5,4,0,0,2,0,2.4,2.4,2.1,4.5,27,17,78,0.45,0.11,0.56,0.45,0.56,0.27,0.24,0.50,0.27,0.50,Matches,,,,,,
Petar Musa,2020-2021,22,Union Berlin,de GER,1. Bundesliga,14,8,715,7.9,1,3,4,1,0,0,2,0,3.2,3.2,1.0,4.2,5,10,46,0.13,0.38,0.50,0.13,0.50,0.41,0.12,0.53,0.41,0.53,Matches,,,,,,
Petar Musa,2021-2022,23,Slavia Prague,cz CZE,1. First League,2,1,80,0.9,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Petar Musa,2022-2023,24,Benfica,,1. Champions Lg,5,0,129,1.4,2,0,2,2,0,0,1,0,0.5,0.5,0.1,0.5,4,5,12,1.40,0.00,1.40,1.40,1.40,0.33,0.05,0.38,0.33,0.38,Matches,,,,,,
Petar Musa,2023-2024,25,Benfica,,1. Champions Lg,6,2,233,2.6,0,0,0,0,0,0,1,0,1.2,1.2,0.2,1.5,5,2,10,0.00,0.00,0.00,0.00,0.00,0.48,0.09,0.58,0.48,0.58,Matches,,,,,,
Florian Hubner,2020-2021,29,Union Berlin,de GER,1. Bundesliga,6,6,525,5.8,0,0,0,0,0,0,3,0,0.1,0.1,0.0,0.2,2,17,2,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches,,,,,,
Florian Hubner,2021-2022,30,Nürnberg,de GER,2. 2. Bundesliga,9,6,555,6.2,0,0,0,0,0,0,2,0,0.5,0.5,0.0,0.5,0,10,0,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08,Matches,,,,,,
Florian Hubner,2022-2023,31,Nürnberg,de GER,2. 2. Bundesliga,18,15,1351,15.0,1,0,1,1,0,0,4,0,0.9,0.9,0.5,1.4,1,35,5,0.07,0.00,0.07,0.07,0.07,0.06,0.03,0.09,0.06,0.09,Matches,,,,,,
Florian Hubner,2023-2024,32,Nürnberg,de GER,2. 2. Bundesliga,11,5,567,6.3,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,2,18,2,0.00,0.00,0.00,0.00,0.00,0.06,0.02,0.09,0.06,0.09,Matches,,,,,,
Florian Hubner,2024-2025,33,Wehen,de GER,3. 3. Liga,5,2,188,2.1,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Niko Giesselmann,2020-2021,28,Union Berlin,de GER,1. Bundesliga,13,4,430,4.8,0,0,0,0,0,0,3,0,0.1,0.1,0.2,0.4,5,23,24,0.00,0.00,0.00,0.00,0.00,0.02,0.05,0.07,0.02,0.07,Matches,,,,,,
Niko Giesselmann,2021-2022,29,Union Berlin,de GER,1. Bundesliga,28,25,2083,23.1,3,6,9,3,0,0,3,0,3.4,3.4,1.6,5.0,19,80,81,0.13,0.26,0.39,0.13,0.39,0.14,0.07,0.22,0.14,0.22,Matches,,,,,,
Niko Giesselmann,2022-2023,30,Union Berlin,de GER,1. Bundesliga,26,14,1302,14.5,0,2,2,0,0,0,4,0,1.1,1.1,1.7,2.8,14,50,50,0.00,0.14,0.14,0.00,0.14,0.08,0.11,0.19,0.08,0.19,Matches,,,,,,
