Unnamed: -1_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 34_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 35_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Playing Time
Player,Season,Age,Squad,Country,Comp,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,LgRank,MP,Matches,Matches,Matches,MP
Giuseppe Mastinu,2024-2025,32,Torres,it ITA,Coppa Italia,1,0,27,0.3,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Axel Desjardins,2020-2021,20,Spezia,it ITA,1. Serie A,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15th,0,Matches,,,
Titas Krapikas,2020-2021,21,Spezia,it ITA,Coppa Italia,4,4,420,4.7,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Titas Krapikas,2021-2022,22,Ternana,it ITA,Coppa Italia,1,1,82,0.9,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Titas Krapikas,2022-2023,23,Ternana,it ITA,Coppa Italia,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
Niccolo Pietra,2020-2021,16,Spezia,it ITA,1. Serie A,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
Niccolo Pietra,2021-2022,17,Spezia,it ITA,Coppa Italia,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
Niccolo Pietra,2023-2024,19,Spezia,it ITA,Coppa Italia,1,1,80.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,Matches,,,,,,
Charalambos Lykogiannis,2020-2021,26,Cagliari,it ITA,Coppa Italia,2,0,28,0.3,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Charalambos Lykogiannis,2021-2022,27,Cagliari,it ITA,Coppa Italia,2,1,94,1.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Charalambos Lykogiannis,2022-2023,28,Bologna,it ITA,Coppa Italia,3,3,270,3.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Charalambos Lykogiannis,2023-2024,29,Bologna,it ITA,Coppa Italia,3,1,150,1.7,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Charalambos Lykogiannis,2024-2025,30,Bologna,,1. Champions Lg,3,3,234,2.6,0,1,1,0,0,0,2,0,0.0,0.0,1.1,1.1,1,13,10,0.00,0.38,0.38,0.00,0.38,0.02,0.40,0.42,0.02,0.42,Matches,,,,,,
Giovanni Simeone,2020-2021,25,Cagliari,it ITA,Coppa Italia,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
Giovanni Simeone,2021-2022,26,Hellas Verona,it ITA,Coppa Italia,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
Giovanni Simeone,2022-2023,27,Napoli,,1. Champions Lg,7,2,263,2.9,4,0,4,4,0,0,0,0,2.8,2.8,0.5,3.4,2,3,26,1.37,0.00,1.37,1.37,1.37,0.97,0.19,1.15,0.97,1.15,Matches,,,,,,
Giovanni Simeone,2023-2024,28,Napoli,,1. Champions Lg,6,1,97,1.1,1,0,1,1,0,0,1,0,1.4,1.4,0.0,1.4,2,1,11,0.93,0.00,0.93,0.93,0.93,1.27,0.00,1.27,1.27,1.27,Matches,,,,,,
Giovanni Simeone,2024-2025,29,Napoli,it ITA,Coppa Italia,3,2,207,2.3,1,1,2,1,0,0,0,0,,,,,,,,0.43,0.43,0.87,0.43,0.87,,,,,,Matches,,,,,,
Riccardo Sottil,2020-2021,21,Cagliari,it ITA,Coppa Italia,3,2,201,2.2,2,1,3,2,0,0,0,0,,,,,,,,0.90,0.45,1.34,0.90,1.34,,,,,,Matches,,,,,,
Riccardo Sottil,2021-2022,22,Fiorentina,it ITA,Coppa Italia,5,1,197,2.2,1,0,1,1,0,0,0,0,,,,,,,,0.46,0.00,0.46,0.46,0.46,,,,,,Matches,,,,,,
Riccardo Sottil,2022-2023,23,Fiorentina,,3. Conf Lg,4,1,168,1.9,1,0,1,1,0,0,0,0,0.4,0.4,0.1,0.5,18,6,34,0.54,0.00,0.54,0.54,0.54,0.23,0.05,0.28,0.23,0.28,Matches,,,,,,
Riccardo Sottil,2023-2024,24,Fiorentina,,3. Conf Lg,9,6,482,5.4,2,1,3,2,0,0,0,0,0.6,0.6,0.9,1.6,45,15,71,0.37,0.19,0.56,0.37,0.56,0.12,0.18,0.31,0.12,0.31,Matches,,,,,,
Riccardo Sottil,2024-2025,25,Fiorentina,,3. Conf Lg,4,4,269,3.0,2,0,2,2,0,0,1,0,1.1,1.1,0.4,1.5,31,16,34,0.67,0.00,0.67,0.67,0.67,0.37,0.13,0.51,0.37,0.51,Matches,,,,,,
Andrea Carboni,2020-2021,19,Cagliari,it ITA,Coppa Italia,2,1,96,1.1,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Andrea Carboni,2021-2022,20,Cagliari,it ITA,Coppa Italia,3,3,237,2.6,0,1,1,0,0,0,0,0,,,,,,,,0.00,0.38,0.38,0.00,0.38,,,,,,Matches,,,,,,
Andrea Carboni,2022-2023,21,Monza,it ITA,Coppa Italia,2,2,146,1.6,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Andrea Carboni,2023-2024,22,Monza,it ITA,Coppa Italia,1,0,14,0.2,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Andrea Carboni,2024-2025,23,Monza,it ITA,Coppa Italia,2,1,72,0.8,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Ragnar Klavan,2020-2021,34,Cagliari,it ITA,Coppa Italia,1,1,90,1.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Alberto Cerri,2020-2021,24,Cagliari,it ITA,Coppa Italia,2,1,96,1.1,1,0,1,1,0,0,0,0,,,,,,,,0.94,0.00,0.94,0.94,0.94,,,,,,Matches,,,,,,
Alberto Cerri,2021-2022,25,Cagliari,it ITA,Coppa Italia,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
Alberto Cerri,2022-2023,26,Como,it ITA,Coppa Italia,1,1,73,0.8,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Alberto Cerri,2023-2024,27,Como,it ITA,Coppa Italia,1,1,70,0.8,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Alberto Cerri,2024-2025,28,Como,it ITA,Coppa Italia,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
Adam Ounas,2020-2021,23,Cagliari,it ITA,Coppa Italia,3,1,108,1.2,0,1,1,0,0,0,1,0,,,,,,,,0.00,0.83,0.83,0.00,0.83,,,,,,Matches,,,,,,
Adam Ounas,2021-2022,24,Napoli,,2. Europa Lg,6,1,132,1.5,2,0,2,2,0,0,0,0,0.5,0.5,0.5,0.9,6,11,14,1.36,0.00,1.36,1.36,1.36,0.33,0.31,0.63,0.33,0.63,Matches,,,,,,
Adam Ounas,2022-2023,25,Lille,fr FRA,Coupe de France,1,1,74,0.8,0,1,1,0,0,0,0,0,,,,,,,,0.00,1.22,1.22,0.00,1.22,,,,,,Matches,,,,,,
Adam Ounas,2023-2024,26,Lille,,3. Conf Lg,3,2,153,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.7,0.8,2,13,29,0.00,0.00,0.00,0.00,0.00,0.03,0.43,0.46,0.03,0.46,Matches,,,,,,
Alessandro Tripaldelli,2020-2021,21,Cagliari,it ITA,Coppa Italia,3,2,172,1.9,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Alessandro Tripaldelli,2021-2022,22,SPAL,it ITA,2. Serie B,19,16,1381,15.3,0,0,0,0,0,0,5,0,0.5,0.5,0.5,1.0,51,44,78,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.06,0.03,0.06,Matches,,,,,,
Alessandro Tripaldelli,2022-2023,23,SPAL,it ITA,Coppa Italia,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
Alessandro Tripaldelli,2024-2025,25,Bari,it ITA,2. Serie B,4,0,78,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.6,0.6,0,0,2,0.00,0.00,0.00,0.00,0.00,0.06,0.67,0.73,0.06,0.73,Matches,,,,,,
Fabio Pisacane,2020-2021,34,Cagliari,it ITA,Coppa Italia,2,2,154,1.7,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Fabrizio Caligara,2020-2021,20,Cagliari,it ITA,Coppa Italia,2,2,156,1.7,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Fabrizio Caligara,2021-2022,21,Ascoli,it ITA,2. Serie B,32,19,1812,20.1,3,2,5,1,2,2,7,0,2.6,1.0,0.9,1.9,23,78,43,0.15,0.10,0.25,0.05,0.15,0.13,0.04,0.17,0.05,0.09,Matches,,,,,,
Fabrizio Caligara,2022-2023,22,Ascoli,it ITA,Coppa Italia,2,2,210,2.3,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Fabrizio Caligara,2023-2024,23,Ascoli,it ITA,Coppa Italia,1,1,73,0.8,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Fabrizio Caligara,2024-2025,24,Sassuolo,it ITA,Coppa Italia,3,2,154,1.7,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Kwadwo Asamoah,2020-2021,31,Cagliari,it ITA,1. Serie A,9,1,224,2.5,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,4,6,11,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches,,,,,,
Matteo Tramoni,2020-2021,20,Cagliari,it ITA,Coppa Italia,3,3,196,2.2,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Matteo Tramoni,2021-2022,21,Brescia,it ITA,Coppa Italia,1,1,120,1.3,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Matteo Tramoni,2022-2023,22,Pisa,it ITA,2. Serie B,32,14,1379,15.3,5,1,6,5,0,0,1,0,3.3,3.3,1.7,5.0,37,61,96,0.33,0.07,0.39,0.33,0.39,0.22,0.11,0.33,0.22,0.33,Matches,,,,,,
Matteo Tramoni,2023-2024,23,Pisa,it ITA,Coppa Italia,1,1,90,1.0,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Matteo Tramoni,2024-2025,24,Pisa,it ITA,Coppa Italia,1,1,61,0.7,1,0,1,1,0,0,0,0,,,,,,,,1.48,0.00,1.48,1.48,1.48,,,,,,Matches,,,,,,
Kiril Despodov,2020-2021,23,Ludogorets,,2. Europa Lg,4,4,279,3.1,1,0,1,1,0,0,1,0,0.9,0.9,0.1,1.0,4,2,7,0.32,0.00,0.32,0.32,0.32,0.30,0.02,0.32,0.30,0.32,Matches,,,,,,
Kiril Despodov,2021-2022,24,Ludogorets,,2. Europa Lg,6,5,413,4.6,1,1,2,1,0,0,1,0,0.9,0.9,0.7,1.7,9,6,30,0.22,0.22,0.44,0.22,0.44,0.20,0.16,0.36,0.20,0.36,Matches,,,,,,
Kiril Despodov,2022-2023,25,Ludogorets,,3. Conf Lg,2,2,192,2.1,0,2,2,0,0,0,1,0,0.3,0.3,0.5,0.8,7,7,11,0.00,0.94,0.94,0.00,0.94,0.12,0.25,0.37,0.12,0.37,Matches,,,,,,
Kiril Despodov,2023-2024,26,PAOK,,3. Conf Lg,10,4,448,5.0,2,2,4,2,0,0,1,0,2.0,2.0,2.2,4.2,9,8,35,0.40,0.40,0.80,0.40,0.80,0.40,0.44,0.84,0.40,0.84,Matches,,,,,,
Kiril Despodov,2024-2025,27,PAOK,,2. Europa Lg,6,2,234,2.6,2,3,5,2,0,0,0,0,0.9,0.9,1.6,2.5,8,12,46,0.77,1.15,1.92,0.77,1.92,0.34,0.61,0.96,0.34,0.96,Matches,,,,,,
Marko Pajac,2020-2021,27,Cagliari,it ITA,1. Serie A,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
Marko Pajac,2021-2022,28,Brescia,it ITA,Coppa Italia,1,1,119,1.3,0,0,0,0,0,0,0,1,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Marko Pajac,2022-2023,29,Genoa,it ITA,Coppa Italia,1,1,64,0.7,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Marko Pajac,2023-2024,30,Reggiana,it ITA,2. Serie B,13,1,328,3.6,0,0,0,0,0,0,0,0,0.2,0.2,0.9,1.1,8,23,25,0.00,0.00,0.00,0.00,0.00,0.05,0.26,0.31,0.05,0.31,Matches,,,,,,
Marko Pajac,2024-2025,31,Lokomotiva,hr CRO,1. HNL,5,2,249,2.8,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Simone Pinna,2020-2021,22,Cagliari,it ITA,1. Serie A,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
Gleison Bremer,2020-2021,23,Torino,it ITA,Coppa Italia,2,1,99,1.1,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Gleison Bremer,2021-2022,24,Torino,it ITA,1. Serie A,33,33,2890,32.1,3,1,4,3,0,0,7,0,4.4,4.4,0.4,4.8,18,64,6,0.09,0.03,0.12,0.09,0.12,0.14,0.01,0.15,0.14,0.15,Matches,,,,,,
Gleison Bremer,2022-2023,25,Juventus,,1. Champions Lg,3,3,270,3.0,0,0,0,0,0,0,1,0,0.4,0.4,0.0,0.4,0,3,2,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.13,0.13,0.13,Matches,,,,,,
Gleison Bremer,2023-2024,26,Juventus,it ITA,Coppa Italia,4,4,360,4.0,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Gleison Bremer,2024-2025,27,Juventus,,1. Champions Lg,2,2,95,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
Andrea Belotti,2020-2021,26,Torino,it ITA,Coppa Italia,1,0,31,0.3,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Andrea Belotti,2021-2022,27,Torino,it ITA,Coppa Italia,1,1,40,0.4,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Andrea Belotti,2022-2023,28,Roma,it ITA,Coppa Italia,1,1,90,1.0,1,0,1,1,0,0,0,0,,,,,,,,1.00,0.00,1.00,1.00,1.00,,,,,,Matches,,,,,,
Andrea Belotti,2023-2024,29,Fiorentina,,3. Conf Lg,7,6,477,5.3,1,0,1,1,0,0,1,0,2.6,2.6,0.3,2.9,4,6,46,0.19,0.00,0.19,0.19,0.19,0.48,0.05,0.54,0.48,0.54,Matches,,,,,,
Andrea Belotti,2024-2025,30,Como,it ITA,Coppa Italia,1,1,60,0.7,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Salvatore Sirigu,2020-2021,33,Torino,it ITA,Coppa Italia,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
Salvatore Sirigu,2021-2022,34,Genoa,it ITA,Coppa Italia,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
Salvatore Sirigu,2022-2023,35,Napoli,,1. Champions Lg,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
Salvatore Sirigu,2023-2024,36,Nice,fr FRA,Coupe de France,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
Salvatore Sirigu,2024-2025,37,Palermo,it ITA,Coppa Italia,1,1,90,1.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Sasa Lukic,2020-2021,23,Torino,it ITA,Coppa Italia,2,0,91,1.0,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Sasa Lukic,2021-2022,24,Torino,it ITA,Coppa Italia,1,1,81,0.9,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Sasa Lukic,2022-2023,25,Torino,it ITA,Coppa Italia,3,3,291,3.2,1,1,2,1,0,0,0,0,,,,,,,,0.31,0.31,0.62,0.31,0.62,,,,,,Matches,,,,,,
Sasa Lukic,2023-2024,26,Fulham,eng ENG,EFL Cup,2,1,98,1.1,0,0,0,0,0,0,2,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Sasa Lukic,2024-2025,27,Fulham,eng ENG,EFL Cup,2,0,14,0.2,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Armando Izzo,2020-2021,28,Torino,it ITA,Coppa Italia,1,1,74,0.8,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Armando Izzo,2021-2022,29,Torino,it ITA,Coppa Italia,2,1,105,1.2,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Armando Izzo,2022-2023,30,Monza,it ITA,Coppa Italia,1,0,24,0.3,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Armando Izzo,2023-2024,31,Monza,it ITA,Coppa Italia,1,0,20,0.2,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Armando Izzo,2024-2025,32,Monza,it ITA,Coppa Italia,3,2,228,2.5,0,0,0,0,0,0,2,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Lyanco,2020-2021,23,Torino,it ITA,Coppa Italia,2,1,157,1.7,1,0,1,1,0,0,1,0,,,,,,,,0.57,0.00,0.57,0.57,0.57,,,,,,Matches,,,,,,
Lyanco,2021-2022,24,Southampton,eng ENG,EFL Cup,2,2,163,1.8,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Lyanco,2022-2023,25,Southampton,eng ENG,EFL Cup,6,6,525,5.8,0,1,1,0,0,0,2,0,,,,,,,,0.00,0.17,0.17,0.00,0.17,,,,,,Matches,,,,,,
Lyanco,2023-2024,26,Southampton,eng ENG,2. Championship,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
Wilfried Singo,2020-2021,19,Torino,it ITA,Coppa Italia,2,1,178,2.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Wilfried Singo,2021-2022,20,Torino,it ITA,Coppa Italia,1,1,82,0.9,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Wilfried Singo,2022-2023,21,Torino,it ITA,Coppa Italia,4,4,324,3.6,0,1,1,0,0,0,0,0,,,,,,,,0.00,0.28,0.28,0.00,0.28,,,,,,Matches,,,,,,
Wilfried Singo,2023-2024,22,Torino,it ITA,Coppa Italia,1,0,2,0.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Wilfried Singo,2024-2025,23,Monaco,,1. Champions Lg,4,4,327,3.6,1,1,2,1,0,0,2,1,0.1,0.1,0.5,0.6,6,18,8,0.28,0.28,0.55,0.28,0.55,0.02,0.15,0.17,0.02,0.17,Matches,,,,,,
Karol Linetty,2020-2021,25,Torino,it ITA,Coppa Italia,3,3,189,2.1,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Karol Linetty,2021-2022,26,Torino,it ITA,Coppa Italia,2,2,142,1.6,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Karol Linetty,2022-2023,27,Torino,it ITA,Coppa Italia,3,1,115,1.3,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Karol Linetty,2023-2024,28,Torino,it ITA,Coppa Italia,1,1,66,0.7,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Karol Linetty,2024-2025,29,Torino,it ITA,Coppa Italia,2,2,155,1.7,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Mergim Vojvoda,2020-2021,25,Torino,it ITA,Coppa Italia,1,1,83,0.9,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Mergim Vojvoda,2021-2022,26,Torino,it ITA,Coppa Italia,1,0,38,0.4,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Mergim Vojvoda,2022-2023,27,Torino,it ITA,Coppa Italia,3,2,205,2.3,0,1,1,0,0,0,0,0,,,,,,,,0.00,0.44,0.44,0.00,0.44,,,,,,Matches,,,,,,
Mergim Vojvoda,2023-2024,28,Torino,it ITA,Coppa Italia,2,2,210,2.3,1,1,2,1,0,0,1,0,,,,,,,,0.43,0.43,0.86,0.43,0.86,,,,,,Matches,,,,,,
Mergim Vojvoda,2024-2025,29,Torino,it ITA,Coppa Italia,1,1,90,1.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Nicolas Nkoulou,2020-2021,30,Torino,it ITA,Coppa Italia,2,2,240,2.7,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Nicolas Nkoulou,2021-2022,31,Watford,eng ENG,1. Premier League,3,2,168,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches,,,,,,
Nicolas Nkoulou,2022-2023,32,Aris,gr GRE,1. Super League,17,11,1109,12.3,1,0,1,1,0,0,1,0,,,,,,,,0.08,0.00,0.08,0.08,0.08,,,,,,Matches,,,,,,
Nicolas Nkoulou,2023-2024,33,Gaziantep FK,tr TUR,1. Süper Lig,32,32,2837,31.5,2,0,2,2,0,0,2,0,,,,,,,,0.06,0.00,0.06,0.06,0.06,,,,,,Matches,,,,,,
Antonio Sanabria,2020-2021,24,Betis,es ESP,Copa del Rey,4,3,216,2.4,0,0,0,0,0,0,1,1,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Antonio Sanabria,2021-2022,25,Torino,it ITA,Coppa Italia,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
Antonio Sanabria,2022-2023,26,Torino,it ITA,Coppa Italia,3,3,236,2.6,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Antonio Sanabria,2023-2024,27,Torino,it ITA,Coppa Italia,2,2,166,1.8,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Antonio Sanabria,2024-2025,28,Torino,it ITA,Coppa Italia,1,1,64,0.7,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Alessandro Buongiorno,2020-2021,21,Torino,it ITA,Coppa Italia,2,2,210,2.3,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Alessandro Buongiorno,2021-2022,22,Torino,it ITA,Coppa Italia,2,2,189,2.1,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Alessandro Buongiorno,2022-2023,23,Torino,it ITA,Coppa Italia,4,4,390,4.3,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Alessandro Buongiorno,2023-2024,24,Torino,it ITA,Coppa Italia,2,2,210,2.3,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Alessandro Buongiorno,2024-2025,25,Napoli,it ITA,Coppa Italia,1,1,120,1.3,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Amer Gojak,2020-2021,23,Dinamo Zagreb,hr CRO,1. 1. HNL,5,2,234,2.6,0,,,0,0,0,0,0,,,,,,,,0.00,,,0.00,,,,,,,Matches,,,,,,
Amer Gojak,2021-2022,24,Dinamo Zagreb,hr CRO,1. 1. HNL,24,12,1073,11.9,1,,,1,0,0,2,0,,,,,,,,0.08,,,0.08,,,,,,,Matches,,,,,,
Amer Gojak,2022-2023,25,Ferencváros,,2. Europa Lg,7,3,266,3.0,0,0,0,0,0,0,0,0,1.0,1.0,0.1,1.1,11,10,19,0.00,0.00,0.00,0.00,0.00,0.33,0.03,0.36,0.33,0.36,Matches,,,,,,
Amer Gojak,2023-2024,26,Ferencváros,hu HUN,1. NB I,6,2,174,1.9,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
