Unnamed: -1_level_0,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 34_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 35_level_0,Playing Time,Unnamed: 23_level_0,Unnamed: 22_level_0
Player,Season,Age,Squad,Country,Comp,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,LgRank,MP,Matches,MP,Matches,Matches
Rafael Bracalli,2022-2023,41,Boavista,pt POR,1. Primeira Liga,28,28,2520,28.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
Joao Goncalves,2020-2021,19,Boavista,pt POR,1. Primeira Liga,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13th,0,Matches,,,
Joao Goncalves,2021-2022,20,Boavista,pt POR,1. Primeira Liga,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12th,0,Matches,,,
Joao Goncalves,2022-2023,21,Boavista,pt POR,1. Primeira Liga,,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9th,1,Matches,,,
Joao Goncalves,2023-2024,22,Boavista,pt POR,1. Primeira Liga,,34,3060.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,15th,34,Matches,,,
Joao Goncalves,2024-2025,23,Boavista,pt POR,1. Primeira Liga,,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16th,4,Matches,,,
Mauricio Antonio,2020-2021,28,Portimonense,pt POR,1. Primeira Liga,,33,2936,32.6,1,0,1,1,0,0,6,0,0.9,0.9,0.2,1.0,11,99,0,0.03,0.00,0.03,0.03,0.03,0.03,0.00,0.03,0.03,0.03,,14th,33,Matches,,,
Mauricio Antonio,2021-2022,29,Al-Batin,sa KSA,1. Pro League,,29,2610,29.0,2,1,3,2,0,0,3,0,,,,,,,,0.07,0.03,0.10,0.07,0.10,,,,,,,13th,29,Matches,,,
Mauricio Antonio,2022-2023,30,Al-Batin,sa KSA,1. Pro League,,24,2123,23.6,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,16th,25,Matches,,,
Dener,2020-2021,28,Portimonense,pt POR,1. Primeira Liga,,32,2734,30.4,4,2,6,3,1,1,10,0,3.8,3.0,2.0,5.0,19,179,41,0.13,0.07,0.20,0.10,0.16,0.12,0.07,0.19,0.10,0.16,,14th,32,Matches,,,
Dener,2021-2022,29,Al-Ta'ee,sa KSA,1. Pro League,,26,2277,25.3,4,1,5,4,0,0,4,0,,,,,,,,0.16,0.04,0.20,0.16,0.20,,,,,,,6th,27,Matches,,,
Dener,2022-2023,30,Al-Ta'ee,sa KSA,1. Pro League,,22,1964,21.8,3,0,3,3,0,0,2,0,,,,,,,,0.14,0.00,0.14,0.14,0.14,,,,,,,9th,24,Matches,,,
Dener,2023-2024,31,Portimonense,pt POR,1. Primeira Liga,,23,1762,19.6,1,2,3,1,0,0,11,0,1.2,1.1,1.2,2.2,16,80,24,0.05,0.10,0.15,0.05,0.15,0.06,0.06,0.12,0.05,0.11,,16th,26,Matches,,,
Koki Anzai,2020-2021,25,Portimonense,pt POR,1. Primeira Liga,,29,2570,28.6,0,0,0,0,0,0,4,0,0.6,0.6,0.7,1.2,43,84,123,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04,,14th,31,Matches,,,
Willyan,2020-2021,25,Portimonense,pt POR,1. Primeira Liga,,29,2416,26.8,0,2,2,0,0,0,12,0,1.4,1.4,1.6,3.0,8,89,17,0.00,0.07,0.07,0.00,0.07,0.05,0.06,0.11,0.05,0.11,,14th,32,Matches,,,
Willyan,2021-2022,26,Portimonense,pt POR,1. Primeira Liga,,26,2131,23.7,1,3,4,1,0,0,12,1,1.6,1.6,1.2,2.8,6,64,4,0.04,0.13,0.17,0.04,0.17,0.07,0.05,0.12,0.07,0.12,,13th,26,Matches,,,
Willyan,2022-2023,27,Portimonense,pt POR,1. Primeira Liga,,4,360,4.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,2,20,5,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,,15th,4,Matches,,,
Willyan,2023-2024,28,CSKA Moscow,ru RUS,1. Premier League,,24,1981,22.0,2,0,2,2,0,0,12,2,,,,,,,,0.09,0.00,0.09,0.09,0.09,,,,,,,6th,24,Matches,,,
Willyan,2024-2025,29,CSKA Moscow,ru RUS,1. Russian Premier League,,14,1178,13.1,0,1,1,0,0,0,2,1,,,,,,,,0.00,0.08,0.08,0.00,0.08,,,,,,,6th,14,Matches,,,
Fahd Moufi,2020-2021,24,Portimonense,pt POR,1. Primeira Liga,,25,2150,23.9,0,4,4,0,0,0,6,0,0.3,0.3,3.8,4.1,29,80,128,0.00,0.17,0.17,0.00,0.17,0.01,0.16,0.17,0.01,0.17,,14th,26,Matches,,,
Fahd Moufi,2021-2022,25,Portimonense,pt POR,1. Primeira Liga,,31,2755,30.6,1,1,2,1,0,0,8,1,1.3,1.3,2.1,3.4,53,122,167,0.03,0.03,0.07,0.03,0.07,0.04,0.07,0.11,0.04,0.11,,13th,31,Matches,,,
Fahd Moufi,2022-2023,26,Portimonense,pt POR,1. Primeira Liga,,31,2635,29.3,1,2,3,1,0,0,4,1,1.3,1.3,2.8,4.1,56,78,175,0.03,0.07,0.10,0.03,0.10,0.05,0.09,0.14,0.05,0.14,,15th,31,Matches,,,
Fahd Moufi,2023-2024,27,Hajduk Split,hr CRO,1. HNL,,17,1560,17.3,0,2,2,0,0,0,2,0,,,,,,,,0.00,0.12,0.12,0.00,0.12,,,,,,,3rd,28,Matches,,,
Fahd Moufi,2024-2025,28,Hajduk Split,hr CRO,1. HNL,,3,263,2.9,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,2nd,5,Matches,,,
Anderson,2021-2022,23,Portimonense,pt POR,1. Primeira Liga,22,9,1029,11.4,1,0,1,1,0,1,2,0,1.8,1.0,0.6,1.6,32,28,59,0.09,0.00,0.09,0.09,0.09,0.15,0.06,0.21,0.08,0.14,Matches,,,,,,
Ewerton,2020-2021,27,Portimonense,pt POR,1. Primeira Liga,,13,1141,12.7,1,0,1,1,0,0,7,0,0.7,0.7,1.2,1.9,5,38,15,0.08,0.00,0.08,0.08,0.08,0.05,0.10,0.15,0.05,0.15,,14th,18,Matches,,,
Ewerton,2021-2022,28,Portimonense,pt POR,1. Primeira Liga,,11,729,8.1,1,0,1,1,0,0,3,0,1.2,1.2,0.2,1.4,9,34,8,0.12,0.00,0.12,0.12,0.12,0.14,0.03,0.17,0.14,0.17,,13th,15,Matches,,,
Ewerton,2022-2023,29,Portimonense,pt POR,1. Primeira Liga,,6,582,6.5,1,1,2,1,0,0,3,0,1.0,1.0,0.3,1.4,2,21,12,0.15,0.15,0.31,0.15,0.31,0.16,0.05,0.21,0.16,0.21,,15th,12,Matches,,,
Luquinha,2020-2021,19,Portimonense,pt POR,1. Primeira Liga,,11,1100,12.2,1,3,4,1,0,0,2,0,2.2,2.2,3.1,5.3,27,69,50,0.08,0.25,0.33,0.08,0.33,0.18,0.25,0.43,0.18,0.43,,14th,20,Matches,,,
Luquinha,2021-2022,20,Portimonense,pt POR,1. Primeira Liga,,3,552,6.1,1,0,1,1,0,0,4,0,1.4,1.4,1.0,2.4,17,37,32,0.16,0.00,0.16,0.16,0.16,0.22,0.16,0.38,0.22,0.38,,13th,20,Matches,,,
Luquinha,2022-2023,21,Portimonense,pt POR,1. Primeira Liga,,11,1170,13.0,2,1,3,1,1,1,2,0,1.9,1.1,1.8,3.0,20,68,61,0.15,0.08,0.23,0.08,0.15,0.15,0.14,0.29,0.09,0.23,,15th,17,Matches,,,
Bruno Moreira,2020-2021,32,Rio Ave,pt POR,1. Primeira Liga,,2,313,3.5,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,0,2,12,0.00,0.00,0.00,0.00,0.00,0.08,0.04,0.13,0.08,0.13,,16th,8,Matches,,,
Welinton Junior,2020-2021,27,Portimonense,pt POR,1. Primeira Liga,10,4,383,4.3,0,0,0,0,0,0,1,0,1.4,1.4,0.1,1.5,7,8,33,0.00,0.00,0.00,0.00,0.00,0.33,0.03,0.36,0.33,0.36,Matches,,,,,,
Welinton Junior,2021-2022,28,Portimonense,pt POR,1. Primeira Liga,12,9,835,9.3,5,1,6,5,0,0,5,0,4.2,4.2,1.1,5.3,22,13,56,0.54,0.11,0.65,0.54,0.65,0.45,0.12,0.57,0.45,0.57,Matches,,,,,,
Welinton Junior,2022-2023,29,Portimonense,pt POR,1. Primeira Liga,24,24,2060,22.9,6,0,6,5,1,2,9,0,8.9,7.3,2.2,9.4,40,49,153,0.26,0.00,0.26,0.22,0.22,0.39,0.09,0.48,0.32,0.41,Matches,,,,,,
Julio Cesar,2020-2021,25,Portimonense,pt POR,1. Primeira Liga,7,3,261,2.9,0,0,0,0,0,0,1,0,0.0,0.0,0.4,0.5,9,6,31,0.00,0.00,0.00,0.00,0.00,0.01,0.15,0.16,0.01,0.16,Matches,,,,,,
Lucas Tagliapietra,2020-2021,29,Portimonense,pt POR,1. Primeira Liga,5,2,165,1.8,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,4,0,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,Matches,,,,,,
Ricardo Vaz Te,2020-2021,33,Portimonense,pt POR,1. Primeira Liga,9,0,211,2.3,0,0,0,0,0,0,1,0,0.2,0.2,0.8,1.0,4,7,17,0.00,0.00,0.00,0.00,0.00,0.09,0.34,0.43,0.09,0.43,Matches,,,,,,
Fernando Medeiros,2020-2021,24,Portimonense,pt POR,1. Primeira Liga,,0,85,0.9,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.2,1,14,6,0.00,0.00,0.00,0.00,0.00,0.02,0.15,0.17,0.02,0.17,,14th,7,Matches,,,
Lee Seung woo,2020-2021,22,Sint-Truiden,be BEL,1. First Division A,13,7,615,6.8,2,0,2,2,0,0,3,0,2.4,2.4,0.7,3.1,19,22,42,0.29,0.00,0.29,0.29,0.29,0.35,0.10,0.45,0.35,0.45,Matches,,,,,,
Lee Seung woo,2021-2022,23,Sint-Truiden,be BEL,1. First Division A,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
Raphael Aflalo,2020-2021,24,Portimonense,pt POR,1. Primeira Liga,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14th,0,Matches,,,
Shuichi Gonda,2020-2021,31,Portimonense,pt POR,1. Primeira Liga,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14th,0,Matches,,,
Reko,2020-2021,21,Portimonense,pt POR,1. Primeira Liga,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14th,0,Matches,,,
Romulo,2020-2021,24,Portimonense,pt POR,1. Primeira Liga,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14th,0,Matches,,,
Amir Abedzadeh,2020-2021,27,Marítimo,pt POR,1. Primeira Liga,29,29,2610,29.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
Amir Abedzadeh,2021-2022,28,Ponferradina,es ESP,Copa del Rey,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
Amir Abedzadeh,2022-2023,29,Ponferradina,es ESP,2. La Liga 2,30,30,2700,30.0,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
Amir Abedzadeh,2024-2025,31,Castellón,es ESP,Copa del Rey,2,2,210,2.3,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Claudio Winck,2020-2021,26,Marítimo,pt POR,1. Primeira Liga,29,28,2485,27.6,0,5,5,0,0,0,7,0,2.2,2.2,3.6,5.8,43,103,78,0.00,0.18,0.18,0.00,0.18,0.08,0.13,0.21,0.08,0.21,Matches,,,,,,
Claudio Winck,2021-2022,27,Marítimo,pt POR,1. Primeira Liga,30,30,2572,28.6,4,1,5,4,0,0,10,2,1.6,1.6,2.0,3.6,64,87,98,0.14,0.03,0.17,0.14,0.17,0.06,0.07,0.13,0.06,0.13,Matches,,,,,,
Claudio Winck,2022-2023,28,Marítimo,pt POR,1. Primeira Liga,34,27,2421,26.9,6,3,9,2,4,4,4,0,6.1,3.0,2.9,5.9,84,132,138,0.22,0.11,0.33,0.07,0.19,0.23,0.11,0.33,0.11,0.22,Matches,,,,,,
Claudio Winck,2023-2024,29,Kasımpaşa,tr TUR,1. Süper Lig,32,32,2860,31.8,3,1,4,3,0,0,7,1,,,,,,,,0.09,0.03,0.13,0.09,0.13,,,,,,Matches,,,,,,
Claudio Winck,2024-2025,30,Kasımpaşa,tr TUR,1. Süper Lig,14,14,1211,13.5,2,3,5,2,0,0,3,0,,,,,,,,0.15,0.22,0.37,0.15,0.37,,,,,,Matches,,,,,,
Zainadine Junior,2020-2021,32,Marítimo,pt POR,1. Primeira Liga,,28,2463,27.4,1,0,1,1,0,0,5,0,2.0,2.0,1.4,3.4,15,55,6,0.04,0.00,0.04,0.04,0.04,0.07,0.05,0.13,0.07,0.13,,15th,28,Matches,,,
Zainadine Junior,2021-2022,33,Marítimo,pt POR,1. Primeira Liga,,32,2859,31.8,0,1,1,0,0,0,8,1,1.0,1.0,0.8,1.8,9,77,8,0.00,0.03,0.03,0.00,0.03,0.03,0.02,0.06,0.03,0.06,,10th,32,Matches,,,
Zainadine Junior,2022-2023,34,Marítimo,pt POR,1. Primeira Liga,,23,2080,23.1,0,0,0,0,0,0,3,0,1.0,1.0,0.2,1.2,7,61,5,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,,16th,24,Matches,,,
Diederrick Joel,2020-2021,26,Marítimo,pt POR,1. Primeira Liga,,27,2251,25.0,9,2,11,8,1,2,5,0,8.1,6.6,2.1,8.7,32,34,98,0.36,0.08,0.44,0.32,0.40,0.33,0.09,0.41,0.26,0.35,Matches,,,,32,,
Diederrick Joel,2021-2022,27,Marítimo,pt POR,1. Primeira Liga,,20,1521,16.9,9,0,9,6,3,5,5,1,8.6,5.2,0.8,6.0,11,28,85,0.53,0.00,0.53,0.36,0.36,0.51,0.05,0.56,0.31,0.35,Matches,,,,24,,
Diederrick Joel,2022-2023,28,Marítimo,pt POR,1. Primeira Liga,,10,945,10.5,1,0,1,1,0,2,1,0,4.3,2.8,0.4,3.1,6,13,42,0.10,0.00,0.10,0.10,0.10,0.41,0.04,0.45,0.26,0.30,Matches,,,,14,,
Rene Santos,2020-2021,28,Marítimo,pt POR,1. Primeira Liga,,23,2019,22.4,0,0,0,0,0,0,10,0,0.2,0.2,0.4,0.6,4,55,5,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,,15th,,Matches,27,,
Rene Santos,2021-2022,29,Al-Raed,sa KSA,1. Pro League,,25,2185,24.3,1,0,1,1,0,0,6,1,,,,,,,,0.04,0.00,0.04,0.04,0.04,,,,,,,7th,,Matches,25,,
Rene Santos,2022-2023,30,Al-Raed,sa KSA,1. Pro League,,1,93,1.0,0,0,0,0,0,0,1,1,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,10th,,Matches,2,,
Marcelo Hermes,2020-2021,25,Marítimo,pt POR,1. Primeira Liga,,22,2118,23.5,1,1,2,1,0,0,5,0,0.6,0.6,2.3,2.9,39,54,80,0.04,0.04,0.08,0.04,0.08,0.02,0.10,0.12,0.02,0.12,Matches,,,,27,,
Leo Andrade,2020-2021,22,Marítimo,pt POR,1. Primeira Liga,,21,1855,20.6,1,1,2,1,0,0,7,0,1.8,1.8,0.9,2.8,6,43,1,0.05,0.05,0.10,0.05,0.10,0.09,0.05,0.13,0.09,0.13,,15th,,Matches,21,,
Leo Andrade,2021-2022,23,Marítimo,pt POR,1. Primeira Liga,,15,1286,14.3,0,1,1,0,0,0,7,0,0.6,0.6,0.3,0.9,3,23,1,0.00,0.07,0.07,0.00,0.07,0.04,0.02,0.06,0.04,0.06,,10th,,Matches,21,,
Leo Andrade,2022-2023,24,Marítimo,pt POR,1. Primeira Liga,,12,1063,11.8,1,0,1,1,0,0,3,0,1.3,1.1,0.0,1.2,2,22,5,0.08,0.00,0.08,0.08,0.08,0.11,0.00,0.11,0.10,0.10,,16th,,Matches,12,,
Leo Andrade,2024-2025,26,PAS Lamia,gr GRE,1. Super League,,11,895,9.9,0,0,0,0,0,0,4,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,13th,,Matches,11,,
Franck Yves Bambock,2020-2021,25,Marítimo,pt POR,1. Primeira Liga,,18,1541,17.1,0,0,0,0,0,0,6,0,0.7,0.7,0.5,1.2,10,55,17,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.07,0.04,0.07,Matches,,,,26,,
Franck Yves Bambock,2021-2022,26,Grenoble,fr FRA,2. Ligue 2,,24,2351,26.1,0,1,1,0,0,0,5,0,0.4,0.4,1.3,1.7,21,92,19,0.00,0.04,0.04,0.00,0.04,0.02,0.05,0.07,0.02,0.07,Matches,,,,31,,
Franck Yves Bambock,2022-2023,27,Grenoble,fr FRA,Coupe de France,,5,429,4.8,0,0,0,0,0,0,2,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,5,,
Franck Yves Bambock,2023-2024,28,Vidi,hu HUN,1. NB I,,0,13,0.1,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,2,,
Rafik Guitane,2020-2021,21,Marítimo,pt POR,1. Primeira Liga,26,18,1505,16.7,0,1,1,0,0,0,4,0,1.5,1.5,2.3,3.8,55,58,63,0.00,0.06,0.06,0.00,0.06,0.09,0.14,0.23,0.09,0.23,Matches,,,,,,
Rafik Guitane,2021-2022,22,Marítimo,pt POR,1. Primeira Liga,29,22,1907,21.2,4,1,5,3,1,1,3,0,2.6,1.8,3.3,5.1,81,93,91,0.19,0.05,0.24,0.14,0.19,0.12,0.16,0.28,0.08,0.24,Matches,,,,,,
Rafik Guitane,2022-2023,23,Reims,fr FRA,Coupe de France,2,2,155,1.7,1,2,3,1,0,0,1,0,,,,,,,,0.58,1.16,1.74,0.58,1.74,,,,,,Matches,,,,,,
Rafik Guitane,2023-2024,24,Estoril,pt POR,1. Primeira Liga,33,31,2711,30.1,5,3,8,5,0,0,0,0,2.6,2.6,5.6,8.2,145,129,174,0.17,0.10,0.27,0.17,0.27,0.08,0.19,0.27,0.08,0.27,Matches,,,,,,
Rafik Guitane,2024-2025,25,Braga,,2. Europa Lg,1,1,45,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,3,2,3,0.00,0.00,0.00,0.00,0.00,0.12,0.40,0.51,0.12,0.51,Matches,,,,,,
Jorge Correa,2020-2021,27,Marítimo,pt POR,1. Primeira Liga,30,15,1382,15.4,0,1,1,0,0,0,5,0,1.4,1.4,1.8,3.1,44,61,89,0.00,0.07,0.07,0.00,0.07,0.09,0.11,0.20,0.09,0.20,Matches,,,,,,
Jorge Correa,2021-2022,28,Volos NFC,gr GRE,1. Super League,10,3,343,3.8,1,1,2,1,0,0,0,0,,,,,,,,0.26,0.26,0.52,0.26,0.52,,,,,,Matches,,,,,,
Lucas Africo,2020-2021,25,Marítimo,pt POR,1. Primeira Liga,,15,1343,14.9,1,0,1,1,0,0,2,0,1.2,1.2,0.1,1.3,7,29,0,0.07,0.00,0.07,0.07,0.07,0.08,0.01,0.09,0.08,0.09,,15th,17,Matches,,,
Lucas Africo,2021-2022,26,Estoril,pt POR,1. Primeira Liga,,11,967,10.7,0,0,0,0,0,0,3,0,0.3,0.3,0.1,0.4,7,24,0,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,,9th,11,Matches,,,
Lucas Africo,2022-2023,27,Estoril,pt POR,1. Primeira Liga,,4,354,3.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,10,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,,14th,6,Matches,,,
Lucas Africo,2024-2025,29,Farense,pt POR,1. Primeira Liga,,12,1065,11.8,0,0,0,0,0,0,4,0,0.4,0.4,0.1,0.4,5,18,2,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.04,0.03,0.04,,18th,12,Matches,,,
Edgar Costa,2020-2021,33,Marítimo,pt POR,1. Primeira Liga,22,15,1131,12.6,0,0,0,0,0,0,6,0,0.7,0.7,2.0,2.7,9,36,44,0.00,0.00,0.00,0.00,0.00,0.05,0.16,0.21,0.05,0.21,Matches,,,,,,
Edgar Costa,2021-2022,34,Marítimo,pt POR,1. Primeira Liga,25,15,1293,14.4,1,2,3,1,0,0,10,0,1.3,1.3,1.9,3.2,16,61,57,0.07,0.14,0.21,0.07,0.21,0.09,0.13,0.23,0.09,0.23,Matches,,,,,,
Edgar Costa,2022-2023,35,Marítimo,pt POR,1. Primeira Liga,21,3,475,5.3,0,1,1,0,0,0,7,2,1.0,1.0,1.6,2.6,7,32,19,0.00,0.19,0.19,0.00,0.19,0.19,0.31,0.50,0.19,0.50,Matches,,,,,,
Rodrigo Pinho,2020-2021,29,Marítimo,pt POR,1. Primeira Liga,18,13,1234,13.7,9,0,9,8,1,2,5,0,8.0,6.4,0.7,7.2,18,12,45,0.66,0.00,0.66,0.58,0.58,0.58,0.05,0.64,0.47,0.52,Matches,,,,,,
Rodrigo Pinho,2021-2022,30,Benfica,,1. Champions Lg,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,
Rodrigo Pinho,2022-2023,31,Benfica,,1. Champions Lg,2,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,
Rodrigo Pinho,2023-2024,32,Estrela,pt POR,1. Primeira Liga,8,4,315,3.5,1,1,2,1,0,0,2,0,0.7,0.7,0.8,1.5,1,9,7,0.29,0.29,0.57,0.29,0.57,0.20,0.23,0.44,0.20,0.44,Matches,,,,,,
Rodrigo Pinho,2024-2025,33,Estrela,pt POR,1. Primeira Liga,13,7,672,7.5,3,0,3,2,1,1,0,0,3.2,2.4,0.0,2.4,6,6,15,0.40,0.00,0.40,0.27,0.27,0.43,0.00,0.43,0.32,0.33,Matches,,,,,,
Fabio China,2020-2021,28,Marítimo,pt POR,1. Primeira Liga,,11,901,10.0,0,2,2,0,0,0,1,1,0.2,0.2,0.8,1.0,20.0,32.0,26.0,0.0,0.2,0.2,0.0,0.2,0.02,0.08,0.1,0.02,0.1,,15th,15,Matches,,,
Fabio China,2021-2022,29,Marítimo,pt POR,1. Primeira Liga,,6,574,6.4,0,0,0,0,0,0,4,0,0.1,0.1,0.0,0.1,10.0,25.0,18.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,,10th,10,Matches,,,
Fabio China,2022-2023,30,Marítimo,pt POR,1. Primeira Liga,,4,396,4.4,0,0,0,0,0,0,4,1,0.1,0.1,0.4,0.5,7.0,21.0,14.0,0.0,0.0,0.0,0.0,0.0,0.01,0.09,0.1,0.01,0.1,,16th,10,Matches,,,
Antreas Karo,2020-2021,23,Salernitana,it ITA,Coppa Italia,2,1,68,0.8,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Antreas Karo,2023-2024,26,OFI Crete,gr GRE,1. Super League,13,12,1035,11.5,0,0,0,0,0,0,4,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Jean Cleber,2020-2021,30,Marítimo,pt POR,1. Primeira Liga,,3,277,3.1,0,0,0,0,0,0,1,0,0.3,0.3,0.2,0.5,2,19,4,0.00,0.00,0.00,0.00,0.00,0.10,0.06,0.16,0.10,0.16,,15th,7,Matches,,,
Caio Secco,2020-2021,29,Marítimo,pt POR,1. Primeira Liga,,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,15th,2,Matches,,,
Caio Secco,2023-2024,32,Moreirense,pt POR,1. Primeira Liga,,4,360,4.0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.25,0.25,0.00,0.25,0.00,0.00,0.00,0.00,0.00,,6th,4,Matches,,,
Caio Secco,2024-2025,33,Moreirense,pt POR,1. Primeira Liga,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7th,0,Matches,,,
Getterson,2020-2021,29,Marítimo,pt POR,1. Primeira Liga,,2,179,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,,15th,2,Matches,,,
Francois Xavier Fumu Tamuzo,2020-2021,25,Marítimo,pt POR,1. Primeira Liga,12,1,315,3.5,0,0,0,0,0,0,2,0,0.5,0.5,0.9,1.5,11,7,22,0.00,0.00,0.00,0.00,0.00,0.16,0.26,0.42,0.16,0.42,Matches,,,,,,
Francois Xavier Fumu Tamuzo,2021-2022,26,Stade Laval,fr FRA,Coupe de France,1,1,90,1.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,
Sassa,2020-2021,26,Marítimo,pt POR,1. Primeira Liga,7,1,124,1.4,0,0,0,0,0,0,2,0,0.4,0.4,0.0,0.4,3,1,10,0.00,0.00,0.00,0.00,0.00,0.29,0.00,0.29,0.29,0.29,Matches,,,,,,
Stefano Beltrame,2020-2021,27,CSKA Sofia,,2. Europa Lg,4,1,138,1.5,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,4,5,4,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06,Matches,,,,,,
Stefano Beltrame,2021-2022,28,Marítimo,pt POR,1. Primeira Liga,20,17,1389,15.4,1,3,4,1,0,0,2,0,0.9,0.9,2.4,3.3,29,68,29,0.06,0.19,0.26,0.06,0.26,0.06,0.16,0.22,0.06,0.22,Matches,,,,,,
